date,extent_pct,invalid_pct,n_water,n_valid,n_aoi
2005-01-01,0.6961205327311999,2.0993376033233666,103635,14887508,15206749
2005-02-01,0.2800783867268177,2.91334459456127,41350,14763724,15206749
2005-03-01,0.1526740455954902,3.1044768345949554,22496,14734659,15206749
2005-04-01,0.1566777534210221,1.8744243098902995,23379,14921710,15206749
2005-05-01,0.1563352958464179,1.882414183333992,23326,14920495,15206749
2005-06-01,0.1546382141831484,1.949548848343588,23057,14910286,15206749
2005-07-01,0.1418292861895868,1.8667961179605188,21165,14922870,15206749
2005-08-01,0.1269983544894508,1.8657571056114624,18952,14923028,15206749
2005-09-01,0.1150644701134578,1.9692177466728755,17153,14907295,15206749
2005-10-01,0.1146727074182517,2.1963011291894143,17055,14872763,15206749
2005-11-01,0.1175845711707956,2.88460735427408,17365,14768094,15206749
2005-12-01,0.1695998877699851,38.68703297463514,15813,9323709,15206749
2006-01-01,0.0139137277691796,59.35392896930172,860,6180946,15206749
2006-02-01,0.1876634334967455,2.254952718690892,27894,14863844,15206749
2006-03-01,0.1162809266604673,46.4669930436808,9466,8140630,15206749
2006-04-01,0.9055259066998874,3.094422088508201,133440,14736188,15206749
2006-05-01,0.2918738794959554,1.873464209871551,43553,14921856,15206749
2006-06-01,0.2447130777861115,1.8646852131247773,36519,14923191,15206749
2006-07-01,0.2075301578884615,1.8809148490581389,30965,14920723,15206749
2006-08-01,0.176585019440571,1.8800270853421728,26348,14920858,15206749
2006-09-01,0.150003579173873,1.88801038275834,22380,14919644,15206749
2006-10-01,0.1203275885929043,1.874062628376388,17955,14921765,15206749
2006-11-01,0.1224590948682616,2.244904548631664,18204,14865372,15206749
2006-12-01,0.1084355328097625,4.8122646069847015,15696,14474960,15206749
2007-01-01,0.3952163345078034,49.01792618527471,30640,7752716,15206749
2007-02-01,0.1323147889896808,8.0950043957456,18492,13975762,15206749
2007-03-01,0.4181460922079371,17.356576346463008,52550,12567378,15206749
2007-04-01,0.2842923214802582,1.8750621845602893,42421,14921613,15206749
2007-05-01,0.2033919460574146,2.0055502987522185,30309,14901770,15206749
2007-06-01,0.1847834612831707,8.030579054076581,25843,13985559,15206749
2007-07-01,0.1765372931010936,1.868400668676783,26344,14922626,15206749
2007-08-01,0.1415943934812297,1.871195480375194,21129,14922201,15206749
2007-09-01,0.1333573957431649,1.8704984214574727,19900,14922307,15206749
2007-10-01,0.1044728114650531,8.56628198440048,14526,13904096,15206749
2007-11-01,0.1243733608548586,14.567354271448815,16158,12991528,15206749
2007-12-01,0.1446670279714807,36.55209933431531,13958,9648363,15206749
2008-01-01,0.2613807253898916,19.74088610261141,31901,12204802,15206749
2008-02-01,0.0724089076594542,37.79879578468744,6849,9458781,15206749
2008-03-01,1.0712463535691576,2.031742616386974,159592,14897787,15206749
2008-04-01,0.2971142982360912,1.8689662070439907,44337,14922540,15206749
2008-05-01,0.2571935905443462,1.8633831596746944,38382,14923389,15206749
2008-06-01,0.2203723574785518,2.466233907063238,32685,14831715,15206749
2008-07-01,0.1784831538640044,1.866092483015272,26635,14922977,15206749
2008-08-01,0.1376417065963419,1.8624625158211,20541,14923529,15206749
2008-09-01,0.137268635712263,1.9071334708029968,20476,14916736,15206749
2008-10-01,0.1076551287498509,2.10645944113367,16026,14886425,15206749
2008-11-01,0.1081227211707425,5.668128013423513,15510,14344811,15206749
2008-12-01,0.181535820919965,5.635418852510816,26050,14349785,15206749
2009-01-01,0.4638086311585639,19.31543027375542,56907,12269500,15206749
2009-02-01,1.5363452978991987,7.642987991713416,215772,14044499,15206749
2009-03-01,0.3200329616392035,1.875226585248432,47754,14921588,15206749
2009-04-01,0.2266091866198032,1.885932358060227,33810,14919960,15206749
2009-05-01,0.1789716878007879,1.8694133769157368,26707,14922472,15206749
2009-06-01,0.1789345703761063,1.8637579932436577,26703,14923332,15206749
2009-07-01,0.177535128043634,1.8754501701843045,26491,14921554,15206749
2009-08-01,0.1485943028606081,2.001926907585573,22144,14902321,15206749
2009-09-01,0.1348820018760013,1.892468929420746,20123,14918966,15206749
2009-10-01,0.1148677325042566,1.9043649632146884,17135,14917157,15206749
2009-11-01,0.0931822167894218,3.7896002623571934,13633,14630474,15206749
2009-12-01,0.1196292170223986,7.578805963062848,16813,14054259,15206749
2010-01-01,0.724176303514868,46.93329915552627,58439,8069720,15206749
2010-02-01,0.4491869734593187,5.621313273468248,64467,14351930,15206749
2010-03-01,0.2644311629014284,3.405461614445007,38842,14688889,15206749
2010-04-01,0.2265401937374901,1.9170106641465576,33789,14915234,15206749
2010-05-01,0.1885707224762281,6.282289528156215,26874,14251417,15206749
2010-06-01,0.2166570295432483,6.845920847381646,30691,14165707,15206749
2010-07-01,0.1308755080130581,3.7730549771026007,19151,14632990,15206749
2010-08-01,0.1919883153765483,27.368150812510944,21205,11044943,15206749
2010-09-01,0.1295093158471569,9.374133813874352,17848,13781248,15206749
2010-10-01,0.147337679381558,16.470548701763935,18715,12702114,15206749
2010-11-01,0.1190669576618343,3.248682542205438,17518,14712730,15206749
2010-12-01,0.154090535307864,7.387969644267818,21701,14083279,15206749
2011-01-01,0.1686818347077907,81.0806767442535,4853,2877014,15206749
2011-02-01,1.420408579546145,44.80688804687971,119216,8393078,15206749
2011-03-01,4.981115863758323,86.65233443387538,101104,2029746,15206749
2011-04-01,0.630434139100105,47.794134038774494,50049,7938815,15206749
2011-05-01,0.3392883266294362,2.0054845384769617,50560,14901780,15206749
2011-06-01,0.2738342724771962,2.135597819099927,40752,14881994,15206749
2011-07-01,0.2426533802318889,1.877225697616236,36207,14921284,15206749
2011-08-01,0.1895216090691565,1.8808951209755616,28278,14920726,15206749
2011-09-01,0.1624008030912042,1.8702814125491247,24234,14922340,15206749
2011-10-01,0.1578652389371874,8.844270395993252,21883,13861823,15206749
2011-11-01,0.0902022157621804,18.64735190933973,11159,12371093,15206749
2011-12-01,0.7993084941897254,83.9019438014003,19567,2447991,15206749
2012-01-01,0.0517940089107972,44.50358850534062,4371,8439200,15206749
2012-02-01,0.3265152945283464,13.121956573360947,43137,13211326,15206749
2012-03-01,1.0702453715735418,57.05978312655782,69885,6529811,15206749
2012-04-01,0.2586548602157615,8.089888246330625,36151,13976540,15206749
2012-05-01,0.1477804726718935,8.479682277914891,20567,13917265,15206749
2012-06-01,0.2466170605287991,3.240955709862772,36287,14713905,15206749
2012-07-01,0.2138125445025585,4.773143819234472,30962,14480909,15206749
2012-08-01,0.1805906958126099,6.50708445309382,25675,14217233,15206749
2012-09-01,0.148867893408686,4.5894885224974775,21599,14508837,15206749
2012-10-01,0.1819850442777919,5.796084357018058,26070,14325353,15206749
2012-11-01,0.1188202599931069,15.112868634841018,15338,12908573,15206749
2012-12-01,0.1457623978125469,4.956851724191673,21067,14452973,15206749
2013-01-01,0.1609625004768344,37.42330461297151,15317,9515881,15206749
2013-02-01,0.3131794562936427,56.25982910614228,20831,6651458,15206749
2013-03-01,0.2251792414695645,24.792163006044223,25753,11436667,15206749
2013-04-01,0.4070457830337007,1.874733383184006,60738,14921663,15206749
2013-05-01,0.1941007710540093,2.2645602949059,28848,14862383,15206749
2013-06-01,0.2161783499303038,2.240998388281413,32137,14865966,15206749
2013-07-01,0.2045235497283943,1.872530413962905,30519,14921998,15206749
2013-08-01,0.1635834724672906,1.8641788590053008,24412,14923268,15206749
2013-09-01,0.136691846684847,1.964680287680161,20378,14907985,15206749
2013-10-01,0.1275806661972515,2.1332633293283134,18987,14882349,15206749
2013-11-01,0.0938677384883852,6.362734072877773,13366,14239184,15206749
2013-12-01,0.1733534831703314,3.6508986897857,25399,14651566,15206749
2014-01-01,0.1858135224168517,4.141378278815544,27086,14576980,15206749
2014-02-01,0.5355294886398072,21.985961627958744,63532,11863399,15206749
2014-03-01,0.2690686576534495,2.042191924125268,40081,14896198,15206749
2014-04-01,0.1554886766836392,4.40170348047436,22604,14537393,15206749
2014-05-01,0.1880484831305955,2.003985204201108,28023,14902008,15206749
2014-06-01,0.1917924543094902,1.866585685079697,28621,14922902,15206749
2014-07-01,0.1785225109508459,1.8656255850609489,26641,14923048,15206749
2014-08-01,0.1539516295425497,1.8668026939880444,22974,14922869,15206749
2014-09-01,0.1342861963922387,1.8685321892272964,20039,14922606,15206749
2014-10-01,0.1214998746663914,1.884485632004579,18128,14920180,15206749
2014-11-01,0.1278632666789634,3.455314479117134,18772,14681308,15206749
2014-12-01,0.1552241390403801,22.222606554497613,18359,11827413,15206749
2015-01-01,0.6271733539115538,19.027124074974868,77226,12313342,15206749
2015-02-01,0.2778974383712336,2.5300213740622666,41190,14822015,15206749
2015-03-01,0.1985503548765877,11.850586867712488,26615,13404660,15206749
2015-04-01,0.2053036680399366,1.8610289418205035,30639,14923747,15206749
2015-05-01,0.1787497475390163,1.8652967836846648,26675,14923098,15206749
2015-06-01,0.162935577547342,1.8815856038657568,24311,14920621,15206749
2015-07-01,0.157402328836108,1.86656595699712,23489,14922905,15206749
2015-08-01,0.1428080452910876,1.8808819689205103,21308,14920728,15206749
2015-09-01,0.130848110810431,1.90345089538862,19519,14917296,15206749
2015-10-01,0.1229840876180846,1.9029182371590403,18346,14917377,15206749
2015-11-01,0.1256375690432681,2.0381147870593512,18716,14896818,15206749
2015-12-01,0.3118863347579993,11.191274347988514,42120,13504920,15206749
2016-01-01,0.5453427362505862,5.244132062678223,78580,14409287,15206749
2016-02-01,0.4886888472837921,2.386756038387955,72540,14843801,15206749
2016-03-01,0.2648610120192398,4.004169464492378,38664,14597845,15206749
2016-04-01,0.2017937415057888,1.868157355658333,30113,14922663,15206749
2016-05-01,0.1731110990336618,1.8711428721549883,25832,14922209,15206749
2016-06-01,0.1734108079549481,2.928107776356406,25598,14761479,15206749
2016-07-01,0.1574807687307697,1.8653362398498192,23501,14923092,15206749
2016-08-01,0.154296034894786,1.8642248911979808,23026,14923261,15206749
2016-09-01,0.1370136642953389,3.145254781281653,20180,14728458,15206749
2016-10-01,0.1280014766718247,1.9566706861538912,19084,14909203,15206749
2016-11-01,0.1229097084013182,3.5342465375077867,18030,14669305,15206749
2016-12-01,0.2327700051157224,7.742943610103645,32656,14029299,15206749
2017-01-01,0.1451302266499909,63.71477559075908,8008,5517803,15206749
2017-02-01,0.4942290144148981,9.334118686380632,68141,13787333,15206749
2017-03-01,0.2410635868610574,10.150420711224996,32937,13663200,15206749
2017-04-01,0.2767720395387861,1.9459912174521985,41269,14910827,15206749
2017-05-01,0.1828212556752385,2.791859062051988,27025,14782198,15206749
2017-06-01,0.213743080263032,2.751633501677446,31609,14788315,15206749
2017-07-01,0.2018928028221168,1.8641920110603525,30129,14923266,15206749
2017-08-01,0.1691270776418466,1.869183215952338,25238,14922507,15206749
2017-09-01,0.1443726814632271,2.056041038094336,21503,14894092,15206749
2017-10-01,0.1305062104573355,1.898400506248903,19469,14918064,15206749
2017-11-01,0.089964197775045,8.235218454647999,12554,13954440,15206749
2017-12-01,0.0197987990803088,15.46967073632898,2545,12854315,15206749
2018-01-01,0.6153029325280008,36.23859379805638,59660,9696037,15206749
2018-02-01,1.1426771242069074,10.804906426745124,154989,13563674,15206749
2018-03-01,0.2797970642673247,2.5830504600292934,41449,14813951,15206749
2018-04-01,0.2860804843972834,2.116014409128473,42583,14884972,15206749
2018-05-01,0.2422442959007038,1.8662568837034128,36150,14922952,15206749
2018-06-01,0.2333989790997711,1.869124031704607,34829,14922516,15206749
2018-07-01,0.2093034491913766,1.86705258303402,31234,14922831,15206749
2018-08-01,0.1716792440135751,1.868597949502553,25619,14922596,15206749
2018-09-01,0.1487945888488532,1.9128611907778577,22194,14915865,15206749
2018-10-01,0.1354286259367236,1.8999984809376416,20203,14917821,15206749
2018-11-01,0.1231532309552081,3.735676836646676,18028,14638674,15206749
2018-12-01,0.1346728954768634,4.206033781447961,19618,14567148,15206749
2019-01-01,0.1651316729164263,26.24394602685952,18521,11215898,15206749
2019-02-01,0.1819470043938211,10.630332624021085,24727,13590221,15206749
2019-03-01,0.1611530574878288,2.183701460450225,23971,14874679,15206749
2019-04-01,0.1862118512184533,1.884991986124056,27783,14920103,15206749
2019-05-01,0.1487044005954073,1.8754830503219329,22189,14921549,15206749
2019-06-01,0.1562411095270082,1.8779819407816885,23313,14921169,15206749
2019-07-01,0.140772017951163,1.8678482823646263,21007,14922710,15206749
2019-08-01,0.1302293669669045,1.8918376307782807,19429,14919062,15206749
