date,extent_pct,invalid_pct,n_water,n_valid,n_aoi
2005-01-01,0.0450575746650227,3.08241986224202,37409,83024886,85665455
2005-02-01,0.044355662072953,3.243582842115296,36765,82886825,85665455
2005-03-01,0.0420431536971157,3.0831984724764494,34906,83024219,85665455
2005-04-01,0.0397958434686866,3.083750620363833,33040,83023746,85665455
2005-05-01,0.0401630651852225,3.3595210578172963,33250,82787506,85665455
2005-06-01,0.0896410191949636,10.698318242750243,68576,76500692,85665455
2005-07-01,0.1639209838350242,11.1816320826172,124722,76086659,85665455
2005-08-01,0.1180031377072103,3.616579168347381,97432,82567296,85665455
2005-09-01,0.1435893053179575,6.354490266817587,115190,80221852,85665455
2005-10-01,0.1591756741123267,10.71041296634682,121754,76490331,85665455
2005-11-01,0.3701296194522911,3.5699080802173992,305754,82607277,85665455
2005-12-01,0.1184043226485572,16.85135741122253,84339,71229663,85665455
2006-01-01,0.1214885228715502,10.16365931868336,93496,76958710,85665455
2006-02-01,0.092554240529563,5.388034184841486,75015,81049771,85665455
2006-03-01,0.0807332353993267,9.621813133427004,62506,77422885,85665455
2006-04-01,0.0742953681348758,3.2138427327561616,61600,82912302,85665455
2006-05-01,0.0722055102202874,3.3451990653642123,59786,82799775,85665455
2006-06-01,0.0780511017662819,3.436634988981264,64565,82721446,85665455
2006-07-01,0.0989298073819629,3.4368322680361647,81836,82721277,85665455
2006-08-01,0.0939393409688467,3.1023403774602025,77977,83007821,85665455
2006-09-01,0.0858315816251752,3.095439112533751,71252,83013733,85665455
2006-10-01,0.0863607539227858,3.193147109298608,71619,82930031,85665455
2006-11-01,0.0953093013348837,4.251399820382674,78176,82023474,85665455
2006-12-01,0.0507826600478619,3.12665939847048,42143,82986988,85665455
2007-01-01,0.0416416477653707,3.676520483081541,34361,82515947,85665455
2007-02-01,0.0361183143473872,3.134743170394648,29971,82980063,85665455
2007-03-01,0.0383356288630758,4.1576572493544806,31475,82103779,85665455
2007-04-01,0.0362552769528499,3.1014240220868494,30095,83008606,85665455
2007-05-01,0.0364533699939342,3.112421453898774,30256,82999185,85665455
2007-06-01,0.1050744671061312,5.635349745121881,84940,80837907,85665455
2007-07-01,0.1001416898245434,5.828206947596321,80787,80672695,85665455
2007-08-01,0.0663497852193145,3.1560201250317297,55045,82961836,85665455
2007-09-01,0.0572677144054686,3.085384884723953,47545,83022346,85665455
2007-10-01,0.053240744519195,4.170074156496338,43707,82093142,85665455
2007-11-01,0.0494598437863068,9.804107151476636,38216,77266722,85665455
2007-12-01,0.0655405776626439,7.70252956690652,51821,79067048,85665455
2008-01-01,0.1040787337219593,3.1612112490384834,86341,82957389,85665455
2008-02-01,0.1089003617805132,3.893226271896881,89658,82330305,85665455
2008-03-01,0.0867922187298318,3.0745392060311825,72065,83031637,85665455
2008-04-01,0.0982029030667566,7.004928649477201,78233,79664651,85665455
2008-05-01,0.0786193199222465,9.20955477327471,61147,77776048,85665455
2008-06-01,0.0955987395070315,23.590051555787568,62576,65456930,85665455
2008-07-01,0.1551154646400524,54.50268489206064,60457,38975482,85665455
2008-08-01,0.0912109573035572,14.78222581085923,66586,73002194,85665455
2008-09-01,0.0795227828442775,3.0834471141255246,66023,83024006,85665455
2008-10-01,0.07409203069072,3.898259806126052,60997,82325993,85665455
2008-11-01,0.0658313074866627,5.0602089255231295,53541,81330604,85665455
2008-12-01,0.0611459566854725,3.211017790076525,50699,82914722,85665455
2009-01-01,0.0494301360300607,3.189432659874392,40994,82933213,85665455
2009-02-01,0.0434328491696588,4.289381291443558,35611,81990937,85665455
2009-03-01,0.0417696366171719,3.0997278891473816,34673,83010059,85665455
2009-04-01,0.0437780595481105,3.089576772807662,36344,83018755,85665455
2009-05-01,0.0410089471874308,3.1866929324078184,34011,82935560,85665455
2009-06-01,0.0951932664229868,14.287022697772398,69897,73426412,85665455
2009-07-01,0.1283306405603786,33.74086322193701,72842,56761191,85665455
2009-08-01,0.0596758584866915,3.719750277401784,49220,82478914,85665455
2009-09-01,0.0442153516992481,3.0975881701673096,36704,83011892,85665455
2009-10-01,0.0533376349526119,4.477656717051231,43646,81829650,85665455
2009-11-01,0.073837277798331,3.185680855836229,61238,82936427,85665455
2009-12-01,0.0386030015873899,4.87591293363235,31457,81488482,85665455
2010-01-01,0.0377474755788574,3.075611983850433,31342,83030718,85665455
2010-02-01,0.1847888317439034,6.9552621882414565,147290,79707198,85665455
2010-03-01,0.1103803086599422,4.404495370975384,90393,81892324,85665455
2010-04-01,0.0918486251334298,18.85620639031217,63846,69512200,85665455
2010-05-01,0.0888279147594303,5.872720806770944,71626,80634562,85665455
2010-06-01,0.0979711289210489,25.112668811483,62851,64152573,85665455
2010-07-01,0.2918217076376611,50.627702847081125,123426,42295003,85665455
2010-08-01,0.3086583471435224,22.51494724448729,204881,66377923,85665455
2010-09-01,0.4127470909061566,8.284556476119809,324289,78568452,85665455
2010-10-01,0.3960928959043305,3.798178624043963,326427,82411728,85665455
2010-11-01,0.6381081686257795,3.252107865416696,528861,82879522,85665455
2010-12-01,0.5989431895710943,3.123913834345478,497059,82989340,85665455
2011-01-01,0.4328530379821777,3.0904405982551544,359346,83018015,85665455
2011-02-01,0.5034894794778596,23.0126928059858,332059,65951527,85665455
2011-03-01,0.4998503445347124,3.656727207017111,412541,82532903,85665455
2011-04-01,0.5280173460772395,5.084902660004549,429328,81309450,85665455
2011-05-01,0.3201706092670763,20.285292362014538,218638,68287967,85665455
2011-06-01,0.3146293807970332,37.44153929959282,168613,53590990,85665455
2011-07-01,0.3668828850035273,42.61321906245639,180362,49160647,85665455
2011-08-01,0.4894352342802094,3.9200632273534297,402841,82307315,85665455
2011-09-01,0.4906973558391366,3.103811215384311,407311,83006561,85665455
2011-10-01,0.4949377162641954,10.58387654626944,379116,76598729,85665455
2011-11-01,0.5477220254171765,9.946017329856009,422541,77145154,85665455
2011-12-01,0.3979535767628808,13.866685235022684,293636,73786496,85665455
2012-01-01,0.1887348508048403,66.79130928563912,53692,28448376,85665455
2012-02-01,0.4403475453999381,27.66081963844119,272882,61969688,85665455
2012-03-01,1.655931527673712,9.57020890159283,1282802,77467092,85665455
2012-04-01,1.1685086296424954,12.806111868547246,872818,74695041,85665455
2012-05-01,0.9574251391246584,12.042757491920169,721410,75348972,85665455
2012-06-01,1.0607662963760245,44.037278503919694,508539,47940720,85665455
2012-07-01,0.9313797666704888,22.875600205473724,615353,66068968,85665455
2012-08-01,0.9350491356533118,5.842356174959907,754216,80660574,85665455
2012-09-01,0.7496301041035445,32.154996433509865,435683,58119731,85665455
2012-10-01,0.787193542389258,8.230991127053489,618847,78614339,85665455
2012-11-01,0.5105148546794286,34.79893382927809,285147,55854790,85665455
2012-12-01,0.5718910558350063,9.519459156552662,443276,77510567,85665455
2013-01-01,0.5007329085001448,14.231820749682589,367907,73473701,85665455
2013-02-01,0.4265086159180933,6.676932959732718,340975,79945630,85665455
2013-03-01,0.3897519069183621,14.67753133395486,284877,73091881,85665455
2013-04-01,0.3415913132258643,4.543944814161088,279329,81772864,85665455
2013-05-01,0.3330482993860277,8.923479131699002,259848,78021116,85665455
2013-06-01,0.4309242630623183,15.98908684953579,310129,71968331,85665455
2013-07-01,0.4505632713367002,3.225081802227047,373529,82902674,85665455
2013-08-01,0.4368240389266954,6.584665895955377,349567,80024671,85665455
2013-09-01,0.4076090680214677,5.016654612994234,331663,81367915,85665455
2013-10-01,0.3878298220418383,3.3777722887247843,321014,82771871,85665455
2013-11-01,0.4702534188653433,3.2160606629591824,389889,82910402,85665455
2013-12-01,0.2878237316058233,3.197328491397145,238682,82926449,85665455
2014-01-01,0.2347420243492851,3.076600713788306,194906,83029871,85665455
2014-02-01,0.2099589540746353,3.2926819801517424,173940,82844764,85665455
2014-03-01,0.2104973516354246,3.2821643216626817,174405,82853774,85665455
2014-04-01,0.2075410283622585,3.298798798185336,171926,82839524,85665455
2014-05-01,0.1993584821639094,3.0877790820115294,165508,83020295,85665455
2014-06-01,0.2755938125427878,11.236748815493948,209560,76039443,85665455
2014-07-01,0.2742231673543516,17.128155100559496,194678,70992543,85665455
