date,extent_pct,invalid_pct,max_invalid_pct,baseline_extent_pct,usable_month,quality_state,hy_year,confidence,phase,phase_status,is_hy_peak,is_hy_mid_dry,is_hy_trough,in_wet_event,wet_event_id,in_low_spell,low_spell_id,regime,route
2012-09-01,0.036313143461927,3.99297068507961,20.0,0.07013,True,usable,,,unspecified,disabled,False,False,False,False,,True,7,seasonal,event_characterisation
2012-10-01,0.03158296917594255,5.944068789848413,20.0,0.07013,True,usable,,,unspecified,disabled,False,False,False,False,,True,7,seasonal,event_characterisation
2012-11-01,0.025824878086169362,40.530794080016875,20.0,0.07013,True,low,,,unspecified,disabled,False,False,False,False,,True,7,seasonal,event_characterisation
2012-12-01,0.01575287974262672,19.770221998442164,20.0,0.07013,True,usable,,,unspecified,disabled,False,False,False,False,,True,7,seasonal,event_characterisation
2013-01-01,0.02968448394031981,31.810909534346365,20.0,0.07013,True,low,,,unspecified,disabled,False,False,False,False,,True,7,seasonal,event_characterisation
2013-02-01,0.10582016759676131,11.274282357197247,20.0,0.07013,True,usable,,,unspecified,disabled,False,False,False,False,,False,,seasonal,event_characterisation
2013-03-01,0.1796893810983179,7.098149610320919,20.0,0.07013,True,usable,,,unspecified,disabled,False,False,False,True,8,False,,seasonal,event_characterisation
2013-04-01,0.0786182620803289,3.1405896652214405,20.0,0.07013,True,usable,,,unspecified,disabled,False,False,False,False,,False,,seasonal,event_characterisation
2013-05-01,0.07779680672434808,3.67297169734358,20.0,0.07013,True,usable,,,unspecified,disabled,False,False,False,False,,False,,seasonal,event_characterisation
2013-06-01,0.07288711873346641,3.8035522695783266,20.0,0.07013,True,usable,,,unspecified,disabled,False,False,False,False,,False,,seasonal,event_characterisation
2013-07-01,0.04879320744409522,2.692455669886216,20.0,0.07013,True,usable,,,unspecified,disabled,False,False,False,False,,False,,seasonal,event_characterisation
2013-08-01,0.038003883202184764,2.695593096226531,20.0,0.07013,True,usable,,,unspecified,disabled,False,False,False,False,,True,8,seasonal,event_characterisation
2013-09-01,0.036305924996887985,2.720437221079376,20.0,0.07013,True,usable,,,unspecified,disabled,False,False,False,False,,True,8,seasonal,event_characterisation
2013-10-01,0.03316437216047418,2.7314182132704774,20.0,0.07013,True,usable,,,unspecified,disabled,False,False,False,False,,True,8,seasonal,event_characterisation
2013-11-01,0.02993955054932269,2.6966438380669193,20.0,0.07013,True,usable,,,unspecified,disabled,False,False,False,False,,True,8,seasonal,event_characterisation
2013-12-01,0.10427203315818816,41.897990504327595,20.0,0.07013,True,low,,,unspecified,disabled,False,False,False,False,,False,,seasonal,event_characterisation
2014-01-01,0.12372066357943695,8.360882316802883,20.0,0.07013,True,usable,,,unspecified,disabled,False,False,False,False,,False,,seasonal,event_characterisation
2014-02-01,0.7948486702698551,8.873218858462966,20.0,0.07013,True,usable,,,unspecified,disabled,False,False,False,True,9,False,,seasonal,event_characterisation
2014-03-01,0.17981777233448792,3.9238807092788606,20.0,0.07013,True,usable,,,unspecified,disabled,False,False,False,True,9,False,,seasonal,event_characterisation
2014-04-01,0.10019389275100912,2.706440895789977,20.0,0.07013,True,usable,,,unspecified,disabled,False,False,False,True,9,False,,seasonal,event_characterisation
2014-05-01,0.08105944708776092,2.91280437336513,20.0,0.07013,True,usable,,,unspecified,disabled,False,False,False,False,,False,,seasonal,event_characterisation
2014-06-01,0.06746381322146212,2.7227125951351465,20.0,0.07013,True,usable,,,unspecified,disabled,False,False,False,False,,False,,seasonal,event_characterisation
2014-07-01,0.06615075063307653,2.6934139168462887,20.0,0.07013,True,usable,,,unspecified,disabled,False,False,False,False,,False,,seasonal,event_characterisation
2014-08-01,0.05488016569445177,2.6919044003995336,20.0,0.07013,True,usable,,,unspecified,disabled,False,False,False,False,,False,,seasonal,event_characterisation
