date,extent_pct,invalid_pct,usable_month,reference_median_pct,anomaly_pct,condition_percentile,quality_state,hy_year,confidence,phase,is_hy_peak,is_hy_trough,in_wet_event,wet_event_id,in_low_spell,low_spell_id,regime,route
2005-01-01,0.7144900900834145,2.3143246328936504,True,0.232649004359559,0.4818410857238555,95.0,usable,2005,medium,rising,True,False,True,1,False,,seasonal,per_year_detection
2005-02-01,0.29249374095038644,3.1990797253323944,True,0.4426915538200854,-0.15019781286969897,35.0,usable,2005,medium,receding,False,False,True,1,False,,seasonal,per_year_detection
2005-03-01,0.16026515360502508,3.5702412718676277,True,0.28602827636449013,-0.12576312275946505,5.0,usable,2005,medium,receding,False,False,False,,False,,seasonal,per_year_detection
2005-04-01,0.16333032349703935,1.9311570718353837,True,0.2576491219675146,-0.09431879847047525,0.0,usable,2005,medium,receding,False,False,False,,False,,seasonal,per_year_detection
2005-05-01,0.1627170767459537,1.9336132214219675,True,0.1958005994452056,-0.03308352269925188,20.0,usable,2005,medium,receding,False,False,False,,False,,seasonal,per_year_detection
2005-06-01,0.16131796833869547,2.034552250346296,True,0.21484823243422593,-0.053530264095530466,5.0,usable,2005,medium,receding,False,False,False,,False,,seasonal,per_year_detection
2005-07-01,0.14757424829367274,1.9271857757188309,True,0.18575497885730766,-0.03818073056363491,10.0,usable,2005,medium,receding,False,False,False,,True,1,seasonal,per_year_detection
2005-08-01,0.13186201426079044,1.9261789682526627,True,0.16221048413985423,-0.030348469879063783,0.0,usable,2005,medium,receding,False,False,False,,True,1,seasonal,per_year_detection
2005-09-01,0.11877962834635046,2.063142621187046,True,0.14329607411635592,-0.02451644577000546,0.0,usable,2005,medium,receding,False,True,False,,True,1,seasonal,per_year_detection
2005-10-01,0.11937650599751097,2.333707321727629,True,0.13388042442049009,-0.014503918422979115,15.0,usable,2006,high,rising,False,False,False,,True,1,seasonal,per_year_detection
2005-11-01,0.1218057520813508,3.0200637644728574,True,0.1264014363178788,-0.004595684236528008,35.0,usable,2006,high,rising,False,False,False,,True,1,seasonal,per_year_detection
2005-12-01,0.1745680624755694,41.03283475525695,True,0.1581930372706162,0.01637502520495321,65.0,low,2006,high,rising,False,False,False,,False,,seasonal,per_year_detection
2006-01-01,0.016761867043436893,60.98696414646746,True,0.30903726397108355,-0.29227539692764665,0.0,low,2006,high,rising,False,False,False,,False,,seasonal,per_year_detection
2006-02-01,0.19635081635562854,2.3293691660278157,True,0.4426915538200854,-0.24634073746445687,15.0,usable,2006,high,rising,False,False,False,,False,,seasonal,per_year_detection
2006-03-01,0.12278220279394078,47.257731195567416,True,0.28602827636449013,-0.16324607357054935,0.0,low,2006,high,rising,False,False,False,,False,,seasonal,per_year_detection
