date,extent_pct,invalid_pct,usable_month,reference_median_pct,anomaly_pct,condition_percentile,quality_state,hy_year,confidence,phase,is_hy_peak,is_hy_trough,in_wet_event,wet_event_id,in_low_spell,low_spell_id,regime,route
2008-02-01,0.4889531852717673,0.3870119633753276,True,0.14649947936756108,0.3424537059042062,90.0,usable,,,unspecified,False,False,True,2,False,,aseasonal,event_characterisation
2008-03-01,0.20449411134969303,0.014833189774137551,True,0.15637098604333505,0.04812312530635798,60.0,usable,,,unspecified,False,False,True,2,False,,aseasonal,event_characterisation
2008-04-01,0.17316432050775732,0.02364480354240364,True,0.20658495393755041,-0.033420633429793095,45.0,usable,,,unspecified,False,False,False,,False,,aseasonal,event_characterisation
2008-05-01,0.16552432450321633,0.31764733223640906,True,0.17946942490095866,-0.013945100397742327,50.0,usable,,,unspecified,False,False,False,,False,,aseasonal,event_characterisation
2008-06-01,0.17124655674457048,3.2904724257501967,True,0.20737688332947785,-0.03613032658490736,45.0,usable,,,unspecified,False,False,False,,False,,aseasonal,event_characterisation
2008-07-01,0.17111377174227216,12.636583845877578,True,0.19931252337853236,-0.028198751636260205,40.0,usable,,,unspecified,False,False,False,,False,,aseasonal,event_characterisation
2008-08-01,0.145030064915317,5.435318554554406,True,0.16418315237936565,-0.019153087464048646,40.0,usable,,,unspecified,False,False,False,,False,,aseasonal,event_characterisation
2008-09-01,0.15595272833560925,0.014968092698912677,True,0.16040020209521025,-0.0044474737596010006,50.0,usable,,,unspecified,False,False,False,,False,,aseasonal,event_characterisation
2008-10-01,0.13776259634197777,0.014937432943281967,True,0.13792463242722552,-0.0001620360852477576,50.0,usable,,,unspecified,False,False,False,,False,,aseasonal,event_characterisation
2008-11-01,0.11679746789173578,0.017629359487658314,True,0.13080379607432513,-0.014006328182589345,45.0,usable,,,unspecified,False,False,False,,False,,aseasonal,event_characterisation
2008-12-01,0.12727557695899827,0.03917090379379524,True,0.12811965970937877,-0.0008440827503805037,50.0,usable,,,unspecified,False,False,False,,False,,aseasonal,event_characterisation
2009-01-01,0.11392848149266803,0.3578300079660177,True,0.1253924664088797,-0.011463984916211659,40.0,usable,,,unspecified,False,False,False,,False,,aseasonal,event_characterisation
2009-02-01,0.13636837104101254,1.924482201184043,True,0.16263768478669205,-0.026269313745679507,40.0,usable,,,unspecified,False,False,False,,False,,aseasonal,event_characterisation
2009-03-01,0.11155096129220281,0.015152051232696938,True,0.16105933885204327,-0.04950837755984046,35.0,usable,,,unspecified,False,False,False,,True,3,aseasonal,event_characterisation
