date,extent_pct,invalid_pct,max_invalid_pct,baseline_extent_pct,usable_month,quality_state,hy_year,phase,phase_status,is_hy_peak,is_hy_mid_dry,is_hy_trough,in_wet_event,wet_event_id,in_low_spell,low_spell_id,regime,route
2016-01-01,0.4657022098755918,3.093465200629454,20.0,0.196424,True,usable,2016,wet,ok,False,False,False,True,13,False,,seasonal,per_year_detection
2016-02-01,0.3508136214726685,4.786063584906115,20.0,0.196424,True,usable,2016,wet,ok,False,False,False,True,13,False,,seasonal,per_year_detection
2016-03-01,1.123024130192286,3.0640593118654555,20.0,0.196424,True,usable,2016,wet,ok,True,False,False,True,13,False,,seasonal,per_year_detection
2016-04-01,0.22911205677724605,3.0303295080499333,20.0,0.196424,True,usable,2016,recession,ok,False,False,False,False,,False,,seasonal,per_year_detection
2016-05-01,0.19630285221649946,3.5169843097412663,20.0,0.196424,True,usable,2016,dry,ok,False,False,False,False,,False,,seasonal,per_year_detection
2016-06-01,0.19702996845279708,3.062781327530114,20.0,0.196424,True,usable,2016,dry,ok,False,False,False,False,,False,,seasonal,per_year_detection
2016-07-01,0.19159440347782938,3.0340368875275385,20.0,0.196424,True,usable,2016,dry,ok,False,True,False,False,,False,,seasonal,per_year_detection
2016-08-01,0.16154822842728309,3.0452896825058193,20.0,0.196424,True,usable,2016,dry,ok,False,False,False,False,,False,,seasonal,per_year_detection
2016-09-01,0.14217088760291766,4.939846338919894,20.0,0.196424,True,usable,2016,dry,ok,False,False,False,False,,True,12,seasonal,per_year_detection
2016-10-01,0.1169010266749185,3.0388017684200106,20.0,0.196424,True,usable,2016,dry,ok,False,False,False,False,,True,12,seasonal,per_year_detection
2016-11-01,0.11148244784271208,3.057942952330817,20.0,0.196424,True,usable,2016,dry,ok,False,False,True,False,,True,12,seasonal,per_year_detection
2016-12-01,0.1438853017424782,3.9158583279645063,20.0,0.196424,True,usable,2017,recovery,provisional,False,False,False,False,,True,12,seasonal,per_year_detection
2017-01-01,1.5746927203573626,24.072178268770557,20.0,0.196424,True,low,2017,wet,provisional,True,False,False,True,14,False,,seasonal,per_year_detection
2017-02-01,0.48295051464616223,12.834294468740891,20.0,0.196424,True,usable,2017,recession,provisional,False,False,False,True,14,False,,seasonal,per_year_detection
2017-03-01,0.3990630693155201,5.258280838323427,20.0,0.196424,True,usable,2017,dry,provisional,False,False,False,True,14,False,,seasonal,per_year_detection
2017-04-01,0.20377801268596882,3.046935138375285,20.0,0.196424,True,usable,2017,dry,provisional,False,False,False,False,,False,,seasonal,per_year_detection
2017-05-01,0.1970600091859711,3.0402634885224145,20.0,0.196424,True,usable,2017,dry,provisional,False,False,False,False,,False,,seasonal,per_year_detection
2017-06-01,0.20594967607525577,3.3020297943470056,20.0,0.196424,True,usable,2017,dry,provisional,False,True,False,False,,False,,seasonal,per_year_detection
2017-07-01,0.1691209014032892,3.0240334957652784,20.0,0.196424,True,usable,2017,dry,provisional,False,False,False,False,,False,,seasonal,per_year_detection
2017-08-01,0.14940847947242306,3.0570773527171027,20.0,0.196424,True,usable,2017,dry,provisional,False,False,False,False,,True,13,seasonal,per_year_detection
2017-09-01,0.1325785949338446,3.0296272291180526,20.0,0.196424,True,usable,2017,dry,provisional,False,False,False,False,,True,13,seasonal,per_year_detection
2017-10-01,0.12997404017541123,3.1283504982689436,20.0,0.196424,True,usable,2017,dry,provisional,False,False,False,False,,True,13,seasonal,per_year_detection
2017-11-01,0.11668267563140301,4.124084031267254,20.0,0.196424,True,usable,2017,dry,provisional,False,False,True,False,,True,13,seasonal,per_year_detection
2017-12-01,0.21026548480561832,3.64789400226436,20.0,0.196424,True,usable,2018,wet,ok,False,False,False,False,,False,,seasonal,per_year_detection
2018-01-01,0.22373203371777048,12.81625161641541,20.0,0.196424,True,usable,2018,wet,ok,False,False,False,False,,False,,seasonal,per_year_detection
2018-02-01,0.5406963018542038,6.935723063326002,20.0,0.196424,True,usable,2018,wet,ok,False,False,False,True,15,False,,seasonal,per_year_detection
2018-03-01,1.1946204830792115,10.222331302290945,20.0,0.196424,True,usable,2018,wet,ok,True,False,False,True,15,False,,seasonal,per_year_detection
2018-04-01,0.39239515162386995,3.03755236520399,20.0,0.196424,True,usable,2018,recession,ok,False,False,False,True,15,False,,seasonal,per_year_detection
2018-05-01,0.2549098461686027,3.03008861004423,20.0,0.196424,True,usable,2018,recession,ok,False,False,False,True,15,False,,seasonal,per_year_detection
2018-06-01,0.21614249548916803,3.0733849227981094,20.0,0.196424,True,usable,2018,recession,ok,False,False,False,False,,False,,seasonal,per_year_detection
2018-07-01,0.19033255627785428,3.030451998561308,20.0,0.196424,True,usable,2018,recession,ok,False,True,False,False,,False,,seasonal,per_year_detection
2018-08-01,0.16694499959165107,3.061209365967473,20.0,0.196424,True,usable,2018,recession,ok,False,False,False,False,,False,,seasonal,per_year_detection
2018-09-01,0.14558581288886044,3.0329181408569834,20.0,0.196424,True,usable,2018,recession,ok,False,False,False,False,,True,14,seasonal,per_year_detection
2018-10-01,0.13161735872029426,3.0318279753057498,20.0,0.196424,True,usable,2018,recession,ok,False,False,False,False,,True,14,seasonal,per_year_detection
2018-11-01,0.12004370768727472,5.981946613490542,20.0,0.196424,True,usable,2018,dry,ok,False,False,True,False,,True,14,seasonal,per_year_detection
2018-12-01,0.15734653031184426,10.537527969177141,20.0,0.196424,True,usable,2019,recovery,ok,False,False,False,False,,True,14,seasonal,per_year_detection
2019-01-01,0.30744547813301915,6.047393293717996,20.0,0.196424,True,usable,2019,recovery,ok,False,False,False,True,16,False,,seasonal,per_year_detection
2019-02-01,0.7705631597434894,4.533586142860765,20.0,0.196424,True,usable,2019,wet,ok,True,False,False,True,16,False,,seasonal,per_year_detection
2019-03-01,0.32783873857188195,5.756719227208997,20.0,0.196424,True,usable,2019,recession,ok,False,False,False,True,16,False,,seasonal,per_year_detection
2019-04-01,0.2377128101664589,3.280479630379166,20.0,0.196424,True,usable,2019,dry,ok,False,False,False,True,16,False,,seasonal,per_year_detection
2019-05-01,0.19720672466968536,3.0854829023048755,20.0,0.196424,True,usable,2019,dry,ok,False,False,False,False,,False,,seasonal,per_year_detection
2019-06-01,0.16871996957633018,3.0501076426198876,20.0,0.196424,True,usable,2019,dry,ok,False,False,False,False,,False,,seasonal,per_year_detection
2019-07-01,0.1689133140998552,3.0329671370615334,20.0,0.196424,True,usable,2019,dry,ok,False,True,False,False,,False,,seasonal,per_year_detection
2019-08-01,0.14809744408427747,3.034253287430967,20.0,0.196424,True,usable,2019,dry,ok,False,False,False,False,,True,15,seasonal,per_year_detection
2019-09-01,0.1402651820036432,3.039932764141703,20.0,0.196424,True,usable,2019,dry,ok,False,False,False,False,,True,15,seasonal,per_year_detection
2019-10-01,0.11757156814458111,3.03267724285128,20.0,0.196424,True,usable,2019,dry,ok,False,False,False,False,,True,15,seasonal,per_year_detection
2019-11-01,0.1051393802464102,3.085054185515064,20.0,0.196424,True,usable,2019,dry,ok,False,False,True,False,,True,15,seasonal,per_year_detection
2019-12-01,0.11606565002831486,3.097266489499113,20.0,0.196424,True,usable,2020,recovery,ok,False,False,False,False,,True,15,seasonal,per_year_detection
2020-01-01,0.3961373505696113,12.486756223834751,20.0,0.196424,True,usable,2020,recovery,ok,False,False,False,True,17,False,,seasonal,per_year_detection
2020-02-01,2.0705307961693387,9.868517460185378,20.0,0.196424,True,usable,2020,wet,ok,True,False,False,True,17,False,,seasonal,per_year_detection
2020-03-01,0.3142731486631619,4.5339454483607975,20.0,0.196424,True,usable,2020,recession,ok,False,False,False,True,17,False,,seasonal,per_year_detection
2020-04-01,0.21310561848950435,3.081195734406764,20.0,0.196424,True,usable,2020,dry,ok,False,False,False,False,,False,,seasonal,per_year_detection
2020-05-01,0.16777562729760992,3.0252094046744746,20.0,0.196424,True,usable,2020,dry,ok,False,False,False,False,,False,,seasonal,per_year_detection
2020-06-01,0.1788180543034418,3.029002527510042,20.0,0.196424,True,usable,2020,dry,ok,False,True,False,False,,False,,seasonal,per_year_detection
