Unnamed: 0,Date,Year,Month,Rainfall_mm,Rain_Smoothed,Significant,SeasonType,SeasonShift,Hydro_Year,Dry_season_rain_count,Rain_dry_season_mm,Rain_wet_season_mm,zero_flow_months_count,Dry_month_count,Drought_Category,Year_Class_SPI
432,2022-12-01,2022,12,200.6,147.8,True,Wet,False,2023,0,0.0,1067.2,3,6,Regular,Wet
433,2023-01-01,2023,1,321.6,261.1,True,Wet,False,2023,0,0.0,1067.2,3,6,Regular,Wet
434,2023-02-01,2023,2,418.2,369.9,True,Wet,False,2023,0,0.0,1067.2,3,6,Regular,Wet
435,2023-03-01,2023,3,29.8,224.0,True,Wet,False,2023,0,0.0,1067.2,3,6,Regular,Wet
436,2023-04-01,2023,4,2.0,15.9,True,Wet,False,2023,0,0.0,1067.2,3,6,Regular,Wet
437,2023-05-01,2023,5,0.0,0.0,False,Dry,True,2023,0,0.0,1067.2,3,6,Regular,Wet
438,2023-06-01,2023,6,0.0,0.0,False,Dry,False,2023,0,0.0,1067.2,3,6,Regular,Wet
439,2023-07-01,2023,7,0.0,0.0,False,Dry,False,2023,0,0.0,1067.2,3,6,Regular,Wet
440,2023-08-01,2023,8,0.0,0.0,False,Dry,False,2023,0,0.0,1067.2,3,6,Regular,Wet
441,2023-09-01,2023,9,0.0,0.0,False,Dry,False,2023,0,0.0,1067.2,3,6,Regular,Wet
442,2023-10-01,2023,10,0.0,0.0,False,Dry,False,2023,0,0.0,1067.2,3,6,Regular,Wet
