catchment,comparison,hy_year,change,peak_month_before,peak_month_after,peak_extent_pct_before,peak_extent_pct_after,peak_quality_before,peak_quality_after,raw_trough_month_before,raw_trough_month_after,raw_trough_extent_pct_before,raw_trough_extent_pct_after,trough_interval_start_before,trough_interval_start_after,trough_interval_end_before,trough_interval_end_after,trough_timing_status_before,trough_timing_status_after,recovery_start_month_before,recovery_start_month_after,status_before,status_after,status_reason_before,status_reason_after,boundary_status_before,boundary_status_after,cycle_months_before,cycle_months_after,n_usable_months_before,n_usable_months_after,trough_refinement_applied_before,trough_refinement_applied_after,trough_refinement_reason_before,trough_refinement_reason_after,annual_condition_before,annual_condition_after,confidence_before,confidence_after,trough_month_before,trough_month_after
fitzroy_river_wa,current_default_vs_corrected_refinement,2015,"interval_width_changed,status_changed,value_changed",2015-01-01,2015-01-01,0.3184574854410838,0.3184574854410838,normal,normal,2015-10-01,2015-10-01,0.0340367820566187,0.0340367820566187,2015-07-01,2015-10-01,2015-10-01,2015-10-01,broad,point,,2015-11-01 00:00:00,complete,partial,ok,boundary_provisional,confirmed,provisional,11.0,11.0,11.0,11.0,False,True,not_requested,interval_peak,insufficient_baseline,typical_or_mixed,high,medium,2015-10-01,2015-10-01
fitzroy_river_wa,current_default_vs_corrected_refinement,2016,"interval_width_changed,status_changed,value_changed",2016-02-01,2016-02-01,0.1322957466440289,0.1322957466440289,normal,normal,2016-11-01,2016-11-01,0.0307936247086536,0.0307936247086536,2016-09-01,2016-11-01,2016-11-01,2016-11-01,interval,point,,2016-12-01 00:00:00,complete,partial,ok,boundary_provisional,confirmed,provisional,13.0,13.0,13.0,13.0,False,True,not_requested,interval_peak,insufficient_baseline,typical_or_mixed,high,medium,2016-11-01,2016-11-01
fitzroy_river_wa,current_default_vs_corrected_refinement,2017,"interval_width_changed,value_changed",2017-02-01,2017-02-01,2.371210516188255,2.371210516188255,normal,normal,2017-11-01,2017-11-01,0.0439457837234226,0.0439457837234226,2017-10-01,2017-11-01,2017-11-01,2017-11-01,interval,point,,2017-12-01 00:00:00,complete,complete,ok,ok,confirmed,confirmed,12.0,12.0,12.0,12.0,False,True,not_requested,accepted,insufficient_baseline,typical_or_mixed,high,high,2017-11-01,2017-11-01
fitzroy_river_wa,current_default_vs_corrected_refinement,2018,"interval_width_changed,value_changed",2018-02-01,2018-02-01,0.7345733078681227,0.7345733078681227,normal,normal,2018-11-01,2018-11-01,0.0351058675166413,0.0351058675166413,2018-10-01,2018-11-01,2018-11-01,2018-11-01,interval,point,,2018-12-01 00:00:00,complete,complete,ok,ok,confirmed,confirmed,12.0,12.0,12.0,12.0,False,True,not_requested,accepted,insufficient_baseline,typical_or_mixed,high,high,2018-11-01,2018-11-01
fitzroy_river_wa,current_default_vs_corrected_refinement,2019,"interval_width_changed,value_changed",2019-02-01,2019-02-01,0.0884686636484982,0.0884686636484982,normal,normal,2019-12-01,2019-12-01,0.0294637714174776,0.0294637714174776,2019-07-01,2019-12-01,2019-12-01,2019-12-01,broad,point,,2020-01-01 00:00:00,complete,complete,ok,ok,confirmed,confirmed,13.0,13.0,13.0,13.0,False,True,not_requested,accepted,insufficient_baseline,dry_low_refuge,high,high,2019-12-01,2019-12-01
fitzroy_river_wa,current_default_vs_corrected_refinement,2020,"interval_width_changed,value_changed",2020-03-01,2020-03-01,0.3811137886300899,0.3811137886300899,normal,normal,2020-10-01,2020-10-01,0.0346018630930831,0.0346018630930831,2020-09-01,2020-10-01,2020-10-01,2020-10-01,interval,point,,2020-11-01 00:00:00,complete,complete,ok,ok,confirmed,confirmed,10.0,10.0,10.0,10.0,False,True,not_requested,accepted,insufficient_baseline,typical_or_mixed,high,high,2020-10-01,2020-10-01
fitzroy_river_wa,current_default_vs_corrected_refinement,2021,"interval_width_changed,value_changed",2021-03-01,2021-03-01,1.019775668890236,1.019775668890236,normal,normal,2021-10-01,2021-10-01,0.0456911234749337,0.0456911234749337,2021-09-01,2021-10-01,2021-10-01,2021-10-01,interval,point,,2021-11-01 00:00:00,complete,complete,ok,ok,confirmed,confirmed,12.0,12.0,12.0,12.0,False,True,not_requested,accepted,insufficient_baseline,typical_or_mixed,high,high,2021-10-01,2021-10-01
fitzroy_river_wa,current_default_vs_corrected_refinement,2022,"interval_width_changed,value_changed",2022-02-01,2022-02-01,0.5547306317223554,0.5547306317223554,normal,normal,2022-11-01,2022-11-01,0.0457193299003236,0.0457193299003236,2022-08-01,2022-11-01,2022-11-01,2022-11-01,broad,point,,2022-12-01 00:00:00,complete,complete,ok,ok,confirmed,confirmed,13.0,13.0,13.0,13.0,False,True,not_requested,accepted,insufficient_baseline,typical_or_mixed,high,high,2022-11-01,2022-11-01
fitzroy_river_wa,current_default_vs_corrected_refinement,2023,"interval_width_changed,value_changed",2023-01-01,2023-01-01,1.3609078307255107,1.3609078307255107,normal,normal,2024-01-01,2024-01-01,0.0414004264972244,0.0414004264972244,2023-10-01,2024-01-01,2024-01-01,2024-01-01,broad,point,,2024-02-01 00:00:00,complete,complete,ok,ok,confirmed,confirmed,14.0,14.0,14.0,14.0,False,True,not_requested,accepted,insufficient_baseline,typical_or_mixed,high,high,2024-01-01,2024-01-01
fitzroy_river_wa,current_default_vs_corrected_refinement,2024,"interval_width_changed,status_changed,value_changed",2024-03-01,2024-03-01,0.443090654337045,0.443090654337045,normal,normal,2024-11-01,2024-11-01,0.0372603065780108,0.0372603065780108,2024-09-01,2024-11-01,2024-11-01,2024-11-01,interval,point,,2024-12-01 00:00:00,complete,partial,ok,boundary_provisional,confirmed,provisional,10.0,10.0,10.0,10.0,False,True,not_requested,interval_peak,insufficient_baseline,typical_or_mixed,high,medium,2024-11-01,2024-11-01
fitzroy_river_wa,current_default_vs_corrected_refinement,2025,value_changed,2025-02-01,2025-02-01,0.2666638136303789,0.2666638136303789,normal,normal,2025-11-01,2025-11-01,0.0318985224016685,0.0318985224016685,2025-10-01,2025-10-01,2025-11-01,2025-11-01,interval,interval,,,partial,partial,boundary_provisional,boundary_provisional,provisional,provisional,12.0,12.0,12.0,12.0,False,False,not_requested,open_span,insufficient_baseline,typical_or_mixed,medium,low,2025-11-01,2025-11-01
gilbert_river_qld,old_refinement_vs_corrected_refinement,2005,"boundary_shifted,interval_width_changed,value_changed",2005-01-01,2005-01-01,1.6335917284756745,1.6335917284756745,normal,normal,2005-11-01,2005-11-01,0.0958257867027447,0.0958257867027447,2005-11-01,2005-11-01,2005-11-01,2005-12-01,point,interval,2005-12-01 00:00:00,,partial,partial,boundary_provisional,boundary_provisional,provisional,provisional,11.0,12.0,11.0,12.0,True,True,essential_low_quality_recovery,essential_low_quality_recovery,typical_or_mixed,typical_or_mixed,medium,medium,2005-11-01,2005-12-01
gilbert_river_qld,old_refinement_vs_corrected_refinement,2006,"status_changed,value_changed",2006-02-01,2006-02-01,0.7821019886651127,0.7821019886651127,normal,normal,2006-10-01,2006-10-01,0.1176795933983706,0.1176795933983706,2006-10-01,2006-10-01,2006-10-01,2006-10-01,point,point,2006-11-01 00:00:00,,partial,partial,boundary_provisional,trough_refinement_fallback,provisional,provisional,11.0,10.0,11.0,10.0,True,False,low_quality_peak,unstable_quality_sensitivity,typical_or_mixed,typical_or_mixed,medium,low,2006-10-01,2006-10-01
gilbert_river_qld,old_refinement_vs_corrected_refinement,2007,"interval_width_changed,status_changed,value_changed",2007-02-01,2007-02-01,3.5798427755609183,3.5798427755609183,anomalous,anomalous,2007-10-01,2007-10-01,0.1077460555747832,0.1077460555747832,2007-10-01,2007-09-01,2007-10-01,2007-10-01,point,interval,2007-11-01 00:00:00,,partial,partial,boundary_provisional,peak_quality_anomalous,provisional,provisional,12.0,12.0,12.0,12.0,True,False,low_quality_peak,unstable_quality_sensitivity,typical_or_mixed,typical_or_mixed,medium,low,2007-10-01,2007-10-01
gilbert_river_qld,old_refinement_vs_corrected_refinement,2010,"boundary_shifted,interval_width_changed,value_changed",2010-02-01,2010-02-01,2.845988886063619,2.845988886063619,normal,normal,2010-10-01,2010-10-01,0.1301440951444644,0.1301440951444644,2010-10-01,2010-09-01,2010-10-01,2010-12-01,point,broad,2010-11-01 00:00:00,,partial,partial,boundary_provisional,boundary_provisional,provisional,provisional,11.0,13.0,11.0,13.0,True,True,essential_low_quality_recovery,essential_low_quality_recovery,wet_persistent,wet_persistent,medium,medium,2010-10-01,2010-12-01
gilbert_river_qld,old_refinement_vs_corrected_refinement,2011,value_changed,2011-02-01,2011-02-01,6.458520365982146,6.458520365982146,normal,normal,2011-11-01,2011-11-01,0.1304523727188617,0.1304523727188617,2011-09-01,2011-09-01,2011-11-01,2011-11-01,interval,interval,,,partial,partial,trough_refinement_fallback,trough_refinement_fallback,provisional,provisional,13.0,11.0,13.0,11.0,False,False,unstable_quality_sensitivity,unstable_quality_sensitivity,wet_persistent,wet_persistent,low,low,2011-11-01,2011-11-01
gilbert_river_qld,old_refinement_vs_corrected_refinement,2013,"interval_width_changed,status_changed,value_changed",2013-01-01,2013-01-01,0.4439155076546166,0.4439155076546166,normal,normal,2013-11-01,2013-11-01,0.092181079288883,0.092181079288883,2013-11-01,2013-10-01,2013-11-01,2013-11-01,point,interval,2013-12-01 00:00:00,,partial,partial,boundary_provisional,trough_refinement_fallback,provisional,provisional,12.0,12.0,12.0,12.0,True,False,essential_low_quality_recovery,unstable_quality_sensitivity,dry_low_refuge,dry_low_refuge,medium,low,2013-11-01,2013-11-01
gilbert_river_qld,old_refinement_vs_corrected_refinement,2023,"interval_width_changed,status_changed,value_changed",2023-01-01,2023-01-01,6.226224073132963,6.226224073132963,normal,normal,2023-11-01,2023-11-01,0.1162123718509308,0.1162123718509308,2023-11-01,2023-10-01,2023-11-01,2023-11-01,point,interval,2023-12-01 00:00:00,,partial,partial,boundary_provisional,trough_refinement_fallback,provisional,provisional,12.0,12.0,12.0,12.0,True,False,low_quality_peak,unstable_quality_sensitivity,typical_or_mixed,typical_or_mixed,medium,low,2023-11-01,2023-11-01
gilbert_river_qld,current_default_vs_corrected_refinement,2005,"boundary_shifted,interval_width_changed,status_changed,value_changed",2005-01-01,2005-01-01,1.6335917284756745,1.6335917284756745,normal,normal,2005-11-01,2005-11-01,0.0958257867027447,0.0958257867027447,2005-09-01,2005-11-01,2005-11-01,2005-12-01,interval,interval,,,partial,partial,record_start_boundary,boundary_provisional,provisional,provisional,11.0,12.0,11.0,12.0,False,True,not_requested,essential_low_quality_recovery,insufficient_baseline,typical_or_mixed,medium,medium,2005-11-01,2005-12-01
gilbert_river_qld,current_default_vs_corrected_refinement,2006,"status_changed,value_changed",2006-02-01,2006-02-01,0.7821019886651127,0.7821019886651127,normal,normal,2006-10-01,2006-10-01,0.1176795933983706,0.1176795933983706,2006-10-01,2006-10-01,2006-10-01,2006-10-01,point,point,,,complete,partial,ok,trough_refinement_fallback,confirmed,provisional,11.0,10.0,11.0,10.0,False,False,not_requested,unstable_quality_sensitivity,insufficient_baseline,typical_or_mixed,high,low,2006-10-01,2006-10-01
gilbert_river_qld,current_default_vs_corrected_refinement,2007,value_changed,2007-02-01,2007-02-01,3.5798427755609183,3.5798427755609183,anomalous,anomalous,2007-10-01,2007-10-01,0.1077460555747832,0.1077460555747832,2007-09-01,2007-09-01,2007-10-01,2007-10-01,interval,interval,,,partial,partial,peak_quality_anomalous,peak_quality_anomalous,provisional,provisional,12.0,12.0,12.0,12.0,False,False,not_requested,unstable_quality_sensitivity,insufficient_baseline,typical_or_mixed,medium,low,2007-10-01,2007-10-01
gilbert_river_qld,current_default_vs_corrected_refinement,2008,"interval_width_changed,status_changed,value_changed",2008-01-01,2008-01-01,1.4550254762954522,1.4550254762954522,normal,normal,2008-11-01,2008-11-01,0.1112443729845077,0.1112443729845077,2008-09-01,2008-11-01,2008-11-01,2008-11-01,interval,point,,2008-12-01 00:00:00,complete,partial,ok,boundary_provisional,confirmed,provisional,13.0,13.0,13.0,13.0,False,True,not_requested,low_quality_peak,insufficient_baseline,typical_or_mixed,high,medium,2008-11-01,2008-11-01
gilbert_river_qld,current_default_vs_corrected_refinement,2009,"interval_width_changed,status_changed,value_changed",2009-01-01,2009-01-01,7.618662933013934,7.618662933013934,anomalous,anomalous,2009-11-01,2009-11-01,0.1130407411738577,0.1130407411738577,2009-09-01,2009-11-01,2009-11-01,2009-11-01,interval,point,,2009-12-01 00:00:00,partial,partial,peak_quality_anomalous,boundary_provisional,provisional,provisional,12.0,12.0,12.0,12.0,False,True,not_requested,low_quality_peak,insufficient_baseline,typical_or_mixed,medium,medium,2009-11-01,2009-11-01
gilbert_river_qld,current_default_vs_corrected_refinement,2010,"boundary_shifted,interval_width_changed,status_changed,value_changed",2010-02-01,2010-02-01,2.845988886063619,2.845988886063619,normal,normal,2010-10-01,2010-10-01,0.1301440951444644,0.1301440951444644,2010-09-01,2010-09-01,2010-10-01,2010-12-01,interval,broad,,,complete,partial,ok,boundary_provisional,confirmed,provisional,11.0,13.0,11.0,13.0,False,True,not_requested,essential_low_quality_recovery,insufficient_baseline,wet_persistent,high,medium,2010-10-01,2010-12-01
gilbert_river_qld,current_default_vs_corrected_refinement,2011,"status_changed,value_changed",2011-02-01,2011-02-01,6.458520365982146,6.458520365982146,normal,normal,2011-11-01,2011-11-01,0.1304523727188617,0.1304523727188617,2011-09-01,2011-09-01,2011-11-01,2011-11-01,interval,interval,,,complete,partial,ok,trough_refinement_fallback,confirmed,provisional,13.0,11.0,13.0,11.0,False,False,not_requested,unstable_quality_sensitivity,insufficient_baseline,wet_persistent,high,low,2011-11-01,2011-11-01
gilbert_river_qld,current_default_vs_corrected_refinement,2012,"interval_width_changed,status_changed,value_changed",2012-03-01,2012-03-01,3.8716012503678288,3.8716012503678288,anomalous,anomalous,2012-11-01,2012-11-01,0.1149889826272727,0.1149889826272727,2012-09-01,2012-11-01,2012-11-01,2012-11-01,interval,point,,2012-12-01 00:00:00,partial,partial,peak_quality_anomalous,boundary_provisional,provisional,provisional,12.0,12.0,12.0,12.0,False,True,not_requested,low_quality_peak,insufficient_baseline,typical_or_mixed,low,low,2012-11-01,2012-11-01
gilbert_river_qld,current_default_vs_corrected_refinement,2013,"status_changed,value_changed",2013-01-01,2013-01-01,0.4439155076546166,0.4439155076546166,normal,normal,2013-11-01,2013-11-01,0.092181079288883,0.092181079288883,2013-10-01,2013-10-01,2013-11-01,2013-11-01,interval,interval,,,complete,partial,ok,trough_refinement_fallback,confirmed,provisional,12.0,12.0,12.0,12.0,False,False,not_requested,unstable_quality_sensitivity,insufficient_baseline,dry_low_refuge,high,low,2013-11-01,2013-11-01
gilbert_river_qld,current_default_vs_corrected_refinement,2014,"interval_width_changed,value_changed",2014-02-01,2014-02-01,1.5395124894101406,1.5395124894101406,normal,normal,2014-11-01,2014-11-01,0.1046043074591044,0.1046043074591044,2014-10-01,2014-11-01,2014-11-01,2014-11-01,interval,point,,2014-12-01 00:00:00,complete,complete,ok,ok,confirmed,confirmed,12.0,12.0,12.0,12.0,False,True,not_requested,accepted,insufficient_baseline,typical_or_mixed,high,high,2014-11-01,2014-11-01
gilbert_river_qld,current_default_vs_corrected_refinement,2015,"interval_width_changed,value_changed",2015-01-01,2015-01-01,0.5968413368268981,0.5968413368268981,normal,normal,2015-11-01,2015-11-01,0.0943850067781265,0.0943850067781265,2015-09-01,2015-11-01,2015-11-01,2015-11-01,interval,point,,2015-12-01 00:00:00,complete,complete,ok,ok,confirmed,confirmed,12.0,12.0,12.0,12.0,False,True,not_requested,accepted,insufficient_baseline,dry_low_refuge,high,high,2015-11-01,2015-11-01
gilbert_river_qld,current_default_vs_corrected_refinement,2016,"interval_width_changed,status_changed,value_changed",2016-03-01,2016-03-01,1.123024130192286,1.123024130192286,normal,normal,2016-11-01,2016-11-01,0.111482447842712,0.111482447842712,2016-10-01,2016-11-01,2016-11-01,2016-11-01,interval,point,,2016-12-01 00:00:00,complete,partial,ok,boundary_provisional,confirmed,provisional,12.0,12.0,12.0,12.0,False,True,not_requested,essential_low_quality_recovery,insufficient_baseline,typical_or_mixed,high,medium,2016-11-01,2016-11-01
gilbert_river_qld,current_default_vs_corrected_refinement,2017,"interval_width_changed,value_changed",2017-01-01,2017-01-01,1.5746927203573626,1.5746927203573626,normal,normal,2017-11-01,2017-11-01,0.116682675631403,0.116682675631403,2017-09-01,2017-11-01,2017-11-01,2017-11-01,interval,point,,2017-12-01 00:00:00,complete,complete,ok,ok,confirmed,confirmed,12.0,12.0,12.0,12.0,False,True,not_requested,accepted,insufficient_baseline,typical_or_mixed,high,high,2017-11-01,2017-11-01
gilbert_river_qld,current_default_vs_corrected_refinement,2018,"interval_width_changed,value_changed",2018-03-01,2018-03-01,1.1946204830792115,1.1946204830792115,normal,normal,2018-11-01,2018-11-01,0.1200437076872747,0.1200437076872747,2018-09-01,2018-11-01,2018-11-01,2018-11-01,interval,point,,2018-12-01 00:00:00,complete,complete,ok,ok,confirmed,confirmed,12.0,12.0,12.0,12.0,False,True,not_requested,accepted,insufficient_baseline,typical_or_mixed,high,high,2018-11-01,2018-11-01
gilbert_river_qld,current_default_vs_corrected_refinement,2019,"interval_width_changed,value_changed",2019-02-01,2019-02-01,0.7705631597434894,0.7705631597434894,normal,normal,2019-11-01,2019-11-01,0.1051393802464102,0.1051393802464102,2019-10-01,2019-11-01,2019-11-01,2019-11-01,interval,point,,2019-12-01 00:00:00,complete,complete,ok,ok,confirmed,confirmed,12.0,12.0,12.0,12.0,False,True,not_requested,accepted,insufficient_baseline,typical_or_mixed,high,high,2019-11-01,2019-11-01
gilbert_river_qld,current_default_vs_corrected_refinement,2020,"interval_width_changed,value_changed",2020-02-01,2020-02-01,2.0705307961693387,2.0705307961693387,normal,normal,2020-10-01,2020-10-01,0.1205905665351807,0.1205905665351807,2020-09-01,2020-10-01,2020-10-01,2020-10-01,interval,point,,2020-11-01 00:00:00,complete,complete,ok,ok,confirmed,confirmed,11.0,11.0,11.0,11.0,False,True,not_requested,accepted,insufficient_baseline,wet_persistent,high,high,2020-10-01,2020-10-01
gilbert_river_qld,current_default_vs_corrected_refinement,2021,"interval_width_changed,value_changed",2021-01-01,2021-01-01,8.290911300778141,8.290911300778141,normal,normal,2021-10-01,2021-10-01,0.1309868253910033,0.1309868253910033,2021-09-01,2021-10-01,2021-10-01,2021-10-01,interval,point,,2021-11-01 00:00:00,complete,complete,ok,ok,confirmed,confirmed,12.0,12.0,12.0,12.0,False,True,not_requested,accepted,insufficient_baseline,wet_persistent,high,high,2021-10-01,2021-10-01
gilbert_river_qld,current_default_vs_corrected_refinement,2022,"interval_width_changed,status_changed,value_changed",2022-01-01,2022-01-01,0.8392272249325035,0.8392272249325035,normal,normal,2022-11-01,2022-11-01,0.1227734140035406,0.1227734140035406,2022-10-01,2022-11-01,2022-11-01,2022-11-01,interval,point,,2022-12-01 00:00:00,complete,partial,ok,boundary_provisional,confirmed,provisional,13.0,13.0,13.0,13.0,False,True,not_requested,essential_low_quality_recovery,insufficient_baseline,typical_or_mixed,high,medium,2022-11-01,2022-11-01
gilbert_river_qld,current_default_vs_corrected_refinement,2023,"status_changed,value_changed",2023-01-01,2023-01-01,6.226224073132963,6.226224073132963,normal,normal,2023-11-01,2023-11-01,0.1162123718509308,0.1162123718509308,2023-10-01,2023-10-01,2023-11-01,2023-11-01,interval,interval,,,complete,partial,ok,trough_refinement_fallback,confirmed,provisional,12.0,12.0,12.0,12.0,False,False,not_requested,unstable_quality_sensitivity,insufficient_baseline,typical_or_mixed,high,low,2023-11-01,2023-11-01
gilbert_river_qld,current_default_vs_corrected_refinement,2024,"interval_width_changed,status_changed,value_changed",2024-02-01,2024-02-01,3.8187500288446143,3.8187500288446143,anomalous,anomalous,2024-11-01,2024-11-01,0.131635004159201,0.131635004159201,2024-09-01,2024-11-01,2024-11-01,2024-11-01,interval,point,,2024-12-01 00:00:00,partial,partial,peak_quality_anomalous,boundary_provisional,provisional,provisional,12.0,12.0,12.0,12.0,False,True,not_requested,low_quality_peak,insufficient_baseline,wet_persistent,medium,medium,2024-11-01,2024-11-01
gilbert_river_qld,current_default_vs_corrected_refinement,2025,value_changed,2025-02-01,2025-02-01,1.8124986416840756,1.8124986416840756,normal,normal,2025-11-01,2025-11-01,0.1548320600320792,0.1548320600320792,2025-09-01,2025-09-01,2025-11-01,2025-11-01,interval,interval,,,partial,partial,boundary_provisional,boundary_provisional,provisional,provisional,12.0,12.0,12.0,12.0,False,False,not_requested,open_span,insufficient_baseline,typical_or_mixed,medium,low,2025-11-01,2025-11-01
