catchment,comparison,date,extent_pct_before,invalid_pct_before,usable_month_before,reference_median_pct_before,anomaly_pct_before,condition_percentile_before,quality_state_before,hy_year_before,confidence_before,phase_before,is_hy_peak_before,is_hy_trough_before,in_wet_event_before,wet_event_id_before,in_low_spell_before,low_spell_id_before,regime_before,route_before,extent_pct_after,invalid_pct_after,usable_month_after,reference_median_pct_after,anomaly_pct_after,condition_percentile_after,quality_state_after,hy_year_after,confidence_after,phase_after,is_hy_peak_after,is_hy_trough_after,in_wet_event_after,wet_event_id_after,in_low_spell_after,low_spell_id_after,regime_after,route_after,_merge
daly_river_nt,old_default_vs_new_default,2008-04-01,0.3052966462055312,1.925996361016152,True,0.2395981059375724,0.0656985402679588,80.0,usable,2008.0,high,receding,False,False,True,5.0,False,,seasonal,per_year_detection,0.3052966462055312,1.925996361016152,True,0.2395981059375724,0.0656985402679588,80.0,usable,2008.0,high,receding,False,False,True,5.0,False,,seasonal,per_year_detection,both
daly_river_nt,old_default_vs_new_default,2008-05-01,0.2647023771433536,1.9232243502637112,True,0.1918789347204079,0.0728234424229457,90.0,usable,2008.0,high,receding,False,False,True,5.0,False,,seasonal,per_year_detection,0.2647023771433536,1.9232243502637112,True,0.1918789347204079,0.0728234424229457,90.0,usable,2008.0,high,receding,False,False,True,5.0,False,,seasonal,per_year_detection,both
daly_river_nt,old_default_vs_new_default,2008-06-01,0.227821004163652,2.696873632502114,True,0.2043228575118748,0.0234981466517772,65.0,usable,2008.0,high,receding,False,False,True,5.0,False,,seasonal,per_year_detection,0.227821004163652,2.696873632502114,True,0.2043228575118748,0.0234981466517772,65.0,usable,2008.0,high,receding,False,False,True,5.0,False,,seasonal,per_year_detection,both
daly_river_nt,old_default_vs_new_default,2008-07-01,0.1854317935127254,1.926011167008301,True,0.1848850278409204,0.000546765671805,50.0,usable,2008.0,high,receding,False,False,False,,False,,seasonal,per_year_detection,0.1854317935127254,1.926011167008301,True,0.1848850278409204,0.000546765671805,50.0,usable,2008.0,high,receding,False,False,False,,False,,seasonal,per_year_detection,both
daly_river_nt,old_default_vs_new_default,2008-08-01,0.1440273784868379,1.9243792176513748,True,0.1622104841398542,-0.0181831056530162,10.0,usable,2008.0,high,receding,False,False,False,,True,4.0,seasonal,per_year_detection,0.1440273784868379,1.9243792176513748,True,0.1622104841398542,-0.0181831056530162,10.0,usable,2008.0,high,receding,False,False,False,,True,4.0,seasonal,per_year_detection,both
daly_river_nt,old_default_vs_new_default,2008-09-01,0.1429745283816647,1.9719327742152,True,0.1432960741163559,-0.0003215457346911,45.0,usable,2008.0,high,receding,False,False,False,,True,4.0,seasonal,per_year_detection,0.1429745283816647,1.9719327742152,True,0.1432960741163559,-0.0003215457346911,45.0,usable,2008.0,high,receding,False,False,False,,True,4.0,seasonal,per_year_detection,both
daly_river_nt,old_default_vs_new_default,2008-10-01,0.1119516611874294,2.2073990478101937,True,0.13388042442049,-0.0219287632330606,0.0,usable,2008.0,high,receding,False,True,False,,True,4.0,seasonal,per_year_detection,0.1119516611874294,2.2073990478101937,True,0.13388042442049,-0.0219287632330606,0.0,usable,2008.0,high,receding,False,True,False,,True,4.0,seasonal,per_year_detection,both
daly_river_nt,old_default_vs_new_default,2008-11-01,0.1148458006161732,6.237463437424942,True,0.1264014363178788,-0.0115556357017055,25.0,usable,2009.0,high,rising,False,False,False,,True,4.0,seasonal,per_year_detection,0.1148458006161732,6.237463437424942,True,0.1264014363178788,-0.0115556357017055,25.0,usable,2009.0,high,rising,False,False,False,,True,4.0,seasonal,per_year_detection,both
daly_river_nt,old_default_vs_new_default,2008-12-01,0.1928763766511032,5.720823147359105,True,0.1581930372706162,0.0346833393804869,80.0,usable,2009.0,high,rising,False,False,False,,False,,seasonal,per_year_detection,0.1928763766511032,5.720823147359105,True,0.1581930372706162,0.0346833393804869,80.0,usable,2009.0,high,rising,False,False,False,,False,,seasonal,per_year_detection,both
daly_river_nt,old_default_vs_new_default,2009-01-01,0.4988710577609955,19.595312751907507,True,0.232649004359559,0.2662220534014365,70.0,usable,2009.0,high,rising,False,False,True,6.0,False,,seasonal,per_year_detection,0.4988710577609955,19.595312751907507,True,0.232649004359559,0.2662220534014365,70.0,usable,2009.0,high,rising,False,False,True,6.0,False,,seasonal,per_year_detection,both
