date,extent_pct,invalid_pct,max_invalid_pct,baseline_extent_pct,usable_month,quality_state,hy_year,confidence,phase,phase_status,is_hy_peak,is_hy_mid_dry,is_hy_trough,in_wet_event,wet_event_id,in_low_spell,low_spell_id,regime,route,rainfall_mm,rain_anomaly_mm
2007-10-01,0.02620454170383599,4.065263716229944,20.0,0.073039,True,usable,2007,medium,receding,provisional,False,False,True,False,,True,3,seasonal,per_year_detection,0.4092827004219025,-11.676568213783261
2007-11-01,0.03232922169595448,6.264143204022444,20.0,0.073039,True,usable,2008,medium,rising,provisional,False,False,False,False,,True,3,seasonal,per_year_detection,30.37679324894497,-8.473473980309421
2007-12-01,0.07527193966700543,20.542101607911196,20.0,0.073039,True,low,2008,medium,rising,provisional,False,False,False,False,,False,,seasonal,per_year_detection,112.9884388185652,-0.522841068917046
2008-01-01,0.09413520150486727,9.166958006898549,20.0,0.073039,True,usable,2008,medium,rising,provisional,False,False,False,False,,False,,seasonal,per_year_detection,135.16225035161725,-51.16177215189876
2008-02-01,0.2751062888417283,29.08542648387929,20.0,0.073039,True,low,2008,medium,rising,provisional,True,False,False,True,3,False,,seasonal,per_year_detection,231.3654289732769,112.66849507735586
2008-03-01,0.2015422400029433,2.9578472436703067,20.0,0.073039,True,usable,2008,medium,receding,provisional,False,False,False,True,3,False,,seasonal,per_year_detection,78.67428973277056,-8.921631504922644
2008-04-01,0.13589784342805644,2.77401555211761,20.0,0.073039,True,usable,2008,medium,receding,provisional,False,False,False,True,3,False,,seasonal,per_year_detection,3.598677918424616,-4.620140646976046
2008-05-01,0.07825075738375993,2.7748003152600837,20.0,0.073039,True,usable,2008,medium,receding,provisional,False,False,False,False,,False,,seasonal,per_year_detection,0.0025035161743999,-0.7583122362868717
2008-06-01,0.10048650500590049,8.837221449109194,20.0,0.073039,True,usable,2008,medium,receding,provisional,False,False,False,False,,False,,seasonal,per_year_detection,13.7057383966243,13.273586497890186
2008-07-01,0.056446664794548636,10.112574457873498,20.0,0.073039,True,usable,2008,medium,receding,provisional,False,True,False,False,,False,,seasonal,per_year_detection,0.0187060478199601,-0.0355555555555421
2008-08-01,0.039419219689064484,2.778811121226453,20.0,0.073039,True,usable,2008,medium,receding,provisional,False,False,False,False,,True,4,seasonal,per_year_detection,0.7680450070322744,0.7574683544303105
2008-09-01,0.03714444712943221,2.826720540903178,20.0,0.073039,True,usable,2008,medium,receding,provisional,False,False,False,False,,True,4,seasonal,per_year_detection,3.575274261603266,3.2605344585090736
2008-10-01,0.02839512330035867,2.7872741624268325,20.0,0.073039,True,usable,2008,medium,receding,provisional,False,False,False,False,,True,4,seasonal,per_year_detection,7.6961744022502,-4.3896765119549634
2008-11-01,0.024948181013192648,2.8062583972201174,20.0,0.073039,True,usable,2008,medium,receding,provisional,False,False,True,False,,True,4,seasonal,per_year_detection,36.744838255977314,-2.1054289732770783
2008-12-01,0.03911999912451731,4.01993716675445,20.0,0.073039,True,usable,2009,high,rising,ok,False,False,False,False,,True,4,seasonal,per_year_detection,175.63344585091403,62.12216596343178
2009-01-01,0.1997233191784742,4.673950255752272,20.0,0.073039,True,usable,2009,high,rising,ok,False,False,False,True,4,False,,seasonal,per_year_detection,286.23277074542875,99.90874824191275
2009-02-01,1.1675291954089002,7.186664667988462,20.0,0.073039,True,usable,2009,high,rising,ok,True,False,False,True,4,False,,seasonal,per_year_detection,157.89316455696184,39.1962306610408
2009-03-01,0.26018644104274125,2.777666366500934,20.0,0.073039,True,usable,2009,high,receding,ok,False,False,False,True,4,False,,seasonal,per_year_detection,46.68213783403639,-40.913783403656815
2009-04-01,0.14950234372351873,2.7777052344867643,20.0,0.073039,True,usable,2009,high,receding,ok,False,False,False,True,4,False,,seasonal,per_year_detection,0.7309985935301296,-7.4878199718705325
2009-05-01,0.09530439869203677,2.8626799057936267,20.0,0.073039,True,usable,2009,high,receding,ok,False,False,False,True,4,False,,seasonal,per_year_detection,0.6143741209563048,-0.1464416315049668
2009-06-01,0.049102676259173056,3.670244674526057,20.0,0.073039,True,usable,2009,high,receding,ok,False,False,False,False,,False,,seasonal,per_year_detection,0.4321518987341133,0.0
2009-07-01,0.0617420038422222,2.861667487305577,20.0,0.073039,True,usable,2009,high,receding,ok,False,True,False,False,,False,,seasonal,per_year_detection,0.0192686357243213,-0.0349929676511809
2009-08-01,0.05888083745290732,2.7795514638136924,20.0,0.073039,True,usable,2009,high,receding,ok,False,False,False,False,,False,,seasonal,per_year_detection,0.002559774964836,-0.0080168776371279
2009-09-01,0.03858889681742314,2.7828913343103756,20.0,0.073039,True,usable,2009,high,receding,ok,False,False,False,False,,True,5,seasonal,per_year_detection,0.047454289732741,-0.2672855133614512
2009-10-01,0.03736534750658616,2.799361180591749,20.0,0.073039,True,usable,2009,high,receding,ok,False,False,False,False,,True,5,seasonal,per_year_detection,5.533783403656679,-6.5520675105484845
2009-11-01,0.028368388170554433,2.7837371757162965,20.0,0.073039,True,usable,2009,high,receding,ok,False,False,True,False,,True,5,seasonal,per_year_detection,20.98112517580854,-17.869142053445852
2009-12-01,0.048890469925769904,5.366455606717135,20.0,0.073039,True,usable,2010,high,rising,ok,False,False,False,False,,True,5,seasonal,per_year_detection,97.39974683544284,-16.111533052039405
2010-01-01,0.1615174357272246,9.554455167916084,20.0,0.073039,True,usable,2010,high,rising,ok,True,False,False,True,5,False,,seasonal,per_year_detection,150.77097046413485,-35.55305203938116
2010-02-01,0.12179637249005801,2.7959889201068737,20.0,0.073039,True,usable,2010,high,receding,ok,False,False,False,True,5,False,,seasonal,per_year_detection,87.71735583684934,-30.9795780590717
2010-03-01,0.10121700883866794,9.678936370534506,20.0,0.073039,True,usable,2010,high,receding,ok,False,False,False,True,5,False,,seasonal,per_year_detection,33.654711673698834,-53.94120956399437
2010-04-01,0.08204390843886468,2.9553569162924807,20.0,0.073039,True,usable,2010,high,receding,ok,False,False,False,False,,False,,seasonal,per_year_detection,13.915836849507576,5.697018284106914
2010-05-01,0.06704675683999202,9.335392423493136,20.0,0.073039,True,usable,2010,high,receding,ok,False,True,False,False,,False,,seasonal,per_year_detection,59.11443037974665,58.35361462728538
2010-06-01,0.05129905591858473,4.758513111494983,20.0,0.073039,True,usable,2010,high,receding,ok,False,False,False,False,,False,,seasonal,per_year_detection,0.0420815752461188,-0.39007032348799453
2010-07-01,0.06862367038242552,14.84411873977182,20.0,0.073039,True,usable,2010,high,receding,ok,False,False,False,False,,False,,seasonal,per_year_detection,70.65206751054833,70.59780590717283
2010-08-01,0.045320531909621084,11.717796360664629,20.0,0.073039,True,usable,2010,high,receding,ok,False,False,True,False,,True,6,seasonal,per_year_detection,8.78042194092809,8.769845288326126
2010-09-01,0.03703579386604272,34.023266302283616,20.0,0.073039,True,low,2011,medium,rising,provisional,False,False,False,False,,True,6,seasonal,per_year_detection,22.71881856540067,22.40407876230648
2010-10-01,0.11809830011310886,30.779949434971464,20.0,0.073039,True,low,2011,medium,rising,provisional,False,False,False,False,,False,,seasonal,per_year_detection,82.90002812939503,70.81417721518986
2010-11-01,0.053108277480452507,2.9845828653519875,20.0,0.073039,True,usable,2011,medium,rising,provisional,False,False,False,False,,False,,seasonal,per_year_detection,21.71985935302373,-17.130407876230663
2010-12-01,0.04551695831818483,2.8662381773535457,20.0,0.073039,True,usable,2011,medium,rising,provisional,False,False,False,False,,False,,seasonal,per_year_detection,95.92838255977478,-17.58289732770747
2011-01-01,0.24633391253986076,6.901136742367869,20.0,0.073039,True,usable,2011,medium,rising,provisional,False,False,False,True,6,False,,seasonal,per_year_detection,245.8127426160336,59.4887201125176
2011-02-01,0.564473592127368,28.18275360467716,20.0,0.073039,True,low,2011,medium,rising,provisional,False,False,False,True,6,False,,seasonal,per_year_detection,255.5798312236285,136.88289732770747
2011-03-01,3.728342680952061,63.35971149293581,20.0,0.073039,True,low,2011,medium,rising,provisional,True,False,False,True,6,False,,seasonal,per_year_detection,268.3276511954992,180.73172995780598
2011-04-01,0.4141980197681991,4.524931323508037,20.0,0.073039,True,usable,2011,medium,receding,provisional,False,False,False,True,6,False,,seasonal,per_year_detection,80.91338959212358,72.69457102672291
2011-05-01,0.19661594753783707,4.742751217812658,20.0,0.073039,True,usable,2011,medium,receding,provisional,False,False,False,True,6,False,,seasonal,per_year_detection,0.047735583684928,-0.7130801687763436
2011-06-01,0.13472885120141517,2.7945193400712034,20.0,0.073039,True,usable,2011,medium,receding,provisional,False,True,False,True,6,False,,seasonal,per_year_detection,0.0324331926863404,-0.39971870604777293
2011-07-01,0.12479338579530888,10.58317322345218,20.0,0.073039,True,usable,2011,medium,receding,provisional,False,False,False,True,6,False,,seasonal,per_year_detection,0.0517862165963203,-0.0024753867791818956
2011-08-01,0.09780041046358819,3.4019732091857784,20.0,0.073039,True,usable,2011,medium,receding,provisional,False,False,False,True,6,False,,seasonal,per_year_detection,0.0125457102672179,0.001969057665254001
2011-09-01,0.05214257361924784,3.965381321500783,20.0,0.073039,True,usable,2011,medium,receding,provisional,False,False,True,False,,False,,seasonal,per_year_detection,0.1735302390997973,-0.14120956399439488
2011-10-01,0.06808106218984644,15.787072733717409,20.0,0.073039,True,usable,2012,medium,rising,provisional,False,False,False,False,,False,,seasonal,per_year_detection,27.597862165963253,15.51201125175809
2011-11-01,0.06965154429517094,9.36584734124746,20.0,0.073039,True,usable,2012,medium,rising,provisional,False,False,False,False,,False,,seasonal,per_year_detection,74.74621659634299,35.8959493670886
2011-12-01,0.0906619060501945,16.86428045243298,20.0,0.073039,True,usable,2012,medium,rising,provisional,False,False,False,False,,False,,seasonal,per_year_detection,113.51127988748225,0.0
2012-01-01,0.2064781354851089,30.303168808789334,20.0,0.073039,True,low,2012,medium,rising,provisional,False,False,False,True,7,False,,seasonal,per_year_detection,181.7653727144865,-4.558649789029516
2012-02-01,0.13473921802140712,12.380517729344854,20.0,0.073039,True,usable,2012,medium,rising,provisional,False,False,False,True,7,False,,seasonal,per_year_detection,103.49299578059052,-15.203938115330516
2012-03-01,0.3019034221144441,22.074247070200634,20.0,0.073039,True,low,2012,medium,rising,provisional,True,False,False,True,7,False,,seasonal,per_year_detection,213.4342616033753,125.83834036568209
2012-04-01,0.18328684159074274,7.910503168101762,20.0,0.073039,True,usable,2012,medium,receding,provisional,False,False,False,True,7,False,,seasonal,per_year_detection,6.5992405063289485,-1.6195780590717135
2012-05-01,0.08982800215587206,11.539950338929762,20.0,0.073039,True,usable,2012,medium,receding,provisional,False,False,False,False,,False,,seasonal,per_year_detection,0.0039662447257347,-0.7568495077355369
