date,extent_pct,invalid_pct,usable_month,reference_median_pct,anomaly_pct,condition_percentile,quality_state,hy_year,confidence,phase,is_hy_peak,is_hy_trough,in_wet_event,wet_event_id,in_low_spell,low_spell_id,regime,route
2005-01-01,0.04505757466502273,3.0824198622420202,True,0.2117384375770627,-0.16668086291203998,10.0,usable,,,unspecified,False,False,False,,True,1,aseasonal,event_characterisation
2005-02-01,0.04435566207295309,3.243582842115296,True,0.22361222914901968,-0.17925656707606658,10.0,usable,,,unspecified,False,False,False,,True,1,aseasonal,event_characterisation
2005-03-01,0.042043153697115775,3.0831984724764494,True,0.2306303105487668,-0.188587156851651,10.0,usable,,,unspecified,False,False,False,,True,1,aseasonal,event_characterisation
2005-04-01,0.039795843468686656,3.083750620363833,True,0.23446582756469886,-0.19466998409601222,5.0,usable,,,unspecified,False,False,False,,True,1,aseasonal,event_characterisation
2005-05-01,0.040163065185222516,3.3595210578172963,True,0.24853013526920675,-0.20836707008398425,5.0,usable,,,unspecified,False,False,False,,True,1,aseasonal,event_characterisation
2005-06-01,0.08964101919496362,10.698318242750243,True,0.2772923304803371,-0.18765131128537346,10.0,usable,,,unspecified,False,False,False,,True,1,aseasonal,event_characterisation
2005-07-01,0.1639209838350242,11.181632082617199,True,0.3106033816028595,-0.1466823977678353,25.0,usable,,,unspecified,False,False,False,,True,1,aseasonal,event_characterisation
2005-08-01,0.11800313770721037,3.616579168347381,True,0.384362284458085,-0.26635914675087463,25.0,usable,,,unspecified,False,False,False,,True,1,aseasonal,event_characterisation
2005-09-01,0.1435893053179575,6.354490266817587,True,0.40758195473910996,-0.26399264942115247,25.0,usable,,,unspecified,False,False,False,,True,1,aseasonal,event_characterisation
2005-10-01,0.1591756741123267,10.71041296634682,True,0.3673665964875933,-0.2081909223752666,25.0,usable,,,unspecified,False,False,False,,True,1,aseasonal,event_characterisation
2005-11-01,0.3701296194522911,3.5699080802173992,True,0.4170717970420636,-0.04694217758977248,50.0,usable,,,unspecified,False,False,False,,False,,aseasonal,event_characterisation
2005-12-01,0.11840432264855724,16.85135741122253,True,0.28911532374203075,-0.1707110010934735,30.0,usable,,,unspecified,False,False,False,,True,2,aseasonal,event_characterisation
2006-01-01,0.12148852287155021,10.16365931868336,True,0.2117384375770627,-0.0902499147055125,40.0,usable,,,unspecified,False,False,False,,True,2,aseasonal,event_characterisation
2006-02-01,0.092554240529563,5.388034184841486,True,0.22361222914901968,-0.13105798861945667,20.0,usable,,,unspecified,False,False,False,,True,2,aseasonal,event_characterisation
2006-03-01,0.0807332353993267,9.621813133427004,True,0.2306303105487668,-0.1498970751494401,20.0,usable,,,unspecified,False,False,False,,True,2,aseasonal,event_characterisation
2006-04-01,0.0742953681348758,3.2138427327561616,True,0.23446582756469886,-0.16017045942982305,15.0,usable,,,unspecified,False,False,False,,True,2,aseasonal,event_characterisation
2006-05-01,0.07220551022028743,3.3451990653642123,True,0.24853013526920675,-0.17632462504891933,15.0,usable,,,unspecified,False,False,False,,True,2,aseasonal,event_characterisation
