hy_year,status,status_reason,hy_start,hy_end,cycle_months,peak_month,peak_extent_pct,peak_invalid_pct,temporal_mid_dry_month,temporal_mid_dry_extent_pct,temporal_mid_dry_invalid_pct,mid_dry_invalid_pct,half_loss_month,half_loss_extent_pct,half_loss_target_pct,trough_month,trough_extent_pct,trough_invalid_pct,boundary_status,drawdown_pct,persistence_ratio,recession_months,half_loss_months,n_rewetting_pulses,n_usable_months,confidence,secondary_peak_month,secondary_peak_extent_pct,secondary_trough_month,secondary_trough_extent_pct,raw_trough_month,raw_trough_extent_pct,low_run_start_month,low_run_end_month,window_status,selection_status,selection_support,selection_quality,window_n_expected,window_n_usable,phase_shift_months,raw_peak_month,raw_peak_extent_pct,peak_selection_status,peak_selection_support,peak_quality,detectability_floor_pp,amplitude_to_floor_ratio,peak_n_water,peak_timing_status,peak_interval_start,peak_interval_end,trough_timing_status,trough_interval_start,trough_interval_end,timing_status,trough_search_radius_used,boundary_at_search_edge,boundary_search_edge_side,outside_window_observed,outside_window_lower,retry_outcome,pass1_trough_month,pass1_trough_interval_start,pass1_trough_interval_end,pass1_trough_timing_status,trough_challenger_month,trough_challenger_interval_start,trough_challenger_interval_end,trough_challenger_timing_status,trough_challenger_low_state_start,trough_challenger_low_state_end,trough_refinement_status,trough_refinement_reason,trough_refinement_applied,recovery_start_month,trough_local_scale_pp,trough_profile_best_loss,trough_profile_cutoff,trough_effective_support,trough_pulse_months,trough_refinement_policy_version,baseline_mode,baseline_n,baseline_uncertain,peak_percentile,trough_percentile,recharge_condition,refuge_condition,annual_condition,peak_change_from_previous_pct,trough_change_from_previous_pct,consecutive_dry_cycles,consecutive_wet_cycles,noise_floor_pp,recharge_condition_qualified,refuge_condition_qualified,annual_condition_qualified,timing_confidence,boundary_basis,catchment,regime,route
2015,complete,ok,2015-01-01,2015-10-01,10,2015-01-01,0.6476532561200272,19.858018760837165,2015-06-01,0.17036859962339007,1.9337448302410745,1.9337448302410745,2015-02-01,0.28748574184953174,0.38809085975510915,2015-10-01,0.12852846339019114,1.9808229499458758,confirmed,0.5191247927298361,0.1984525858175743,9,1,0,10,high,,,,,2015-10-01,0.12852846339019114,2015-10-01,2015-10-01,full,raw,1.0,1.0,7,7,-1,2015-01-01,0.6476532561200272,ambiguous,0.6,normal,0.022260103976285747,23.32086109224256,315506,point,2015-01-01,2015-01-01,point,2015-10-01,2015-10-01,point,3,False,none,True,False,not_attempted,2015-10-01,2015-08-01,2015-10-01,interval,2015-10-01 00:00:00,2015-10-01 00:00:00,2015-10-01 00:00:00,point,2015-10-01 00:00:00,2015-10-01 00:00:00,confirmed,accepted,True,2015-11-01 00:00:00,1.6783554895559042e-06,3981.1811982200215,0.05,12.317199660449246,(),trough_refinement_candidate_0_1,full,0,False,0.0,100.0,insufficient_baseline,insufficient_baseline,insufficient_baseline,0.09259634220320379,-0.034310931758911034,0,0,0.022260103976285747,insufficient_baseline,insufficient_baseline,insufficient_baseline,high,detected_per_year,daly_river_nt,seasonal,per_year_detection
2016,partial,boundary_provisional,2015-11-01,2016-11-01,13,2016-01-01,0.5638438177669607,5.80535549187151,2016-06-01,0.18303592862966941,3.2047158730106506,3.2047158730106506,2016-03-01,0.2744023420624549,0.345711026986945,2016-11-01,0.1275782362069293,3.855529709045803,provisional,0.43626558156003137,0.22626520356681107,10,2,1,13,medium,2016-06-01 00:00:00,0.18303592862966941,,,2016-11-01,0.1275782362069293,2016-11-01,2016-11-01,full,raw,1.0,1.0,7,7,0,2016-01-01,0.5638438177669607,raw,1.0,normal,0.022260103976285747,19.598541948626842,322842,point,2016-01-01,2016-01-01,point,2016-11-01,2016-11-01,point,3,False,none,True,False,not_attempted,2016-11-01,2016-09-01,2016-11-01,interval,2016-11-01 00:00:00,2016-11-01 00:00:00,2016-11-01 00:00:00,point,2016-11-01 00:00:00,2016-11-01 00:00:00,provisional,essential_low_quality_recovery,True,2016-12-01 00:00:00,1.7033591509853823e-06,28284.234054394503,0.05,12.486065274684057,"(Timestamp('2016-06-01 00:00:00'),)",trough_refinement_candidate_0_1,full,0,False,0.0,50.0,insufficient_baseline,insufficient_baseline,insufficient_baseline,-0.08380943835306653,-0.0009502271832618481,0,0,0.022260103976285747,insufficient_baseline,insufficient_baseline,insufficient_baseline,high,detected_per_year,daly_river_nt,seasonal,per_year_detection
2017,partial,boundary_provisional,2016-12-01,2017-12-01,13,2017-02-01,0.5090450615894012,9.916050024512142,2017-07-01,0.20976820525255693,1.9254320882042306,1.9254320882042306,2017-03-01,0.2569826521285955,0.26705120544039346,2017-12-01,0.02505734929138568,15.943437819768302,provisional,0.4839877122980155,0.04922422626623395,10,1,0,13,medium,,,,,2017-12-01,0.02505734929138568,2017-12-01,2017-12-01,full,ambiguous,0.6,0.6,7,7,1,2017-02-01,0.5090450615894012,ambiguous,0.6,normal,0.022260103976285747,21.742383270699,278746,point,2017-02-01,2017-02-01,point,2017-12-01,2017-12-01,point,3,False,none,True,False,not_attempted,2017-12-01,2017-12-01,2017-12-01,point,2017-12-01 00:00:00,2017-12-01 00:00:00,2017-12-01 00:00:00,point,2017-12-01 00:00:00,2017-12-01 00:00:00,provisional,essential_low_quality_recovery,True,2018-01-01 00:00:00,0.016307545687882053,47181.149949350875,0.05,11.274050146250302,(),trough_refinement_candidate_0_1,full,0,False,0.0,0.0,insufficient_baseline,insufficient_baseline,insufficient_baseline,-0.05479875617755947,-0.10252088691554362,0,0,0.022260103976285747,insufficient_baseline,insufficient_baseline,insufficient_baseline,high,detected_per_year,daly_river_nt,seasonal,per_year_detection
2018,partial,trough_refinement_fallback,2018-01-01,2018-11-01,11,2018-02-01,1.1352523474298117,11.289289345279027,2018-07-01,0.2163478127374521,1.9273223198686544,1.9273223198686544,2018-03-01,0.29332436428493747,0.6320698595429886,2018-11-01,0.12888737165616548,4.1300722861438945,provisional,1.0063649757736464,0.11353191380574008,9,1,0,11,low,,,,,2018-11-01,0.12888737165616548,2018-10-01,2018-12-01,full,raw,1.0,1.0,7,7,0,2018-02-01,1.1352523474298117,ambiguous,0.6,normal,0.022260103976285747,45.209356472267714,612172,point,2018-02-01,2018-02-01,interval,2018-10-01,2018-11-01,interval,3,False,none,True,False,not_attempted,2018-11-01,2018-10-01,2018-11-01,interval,,2018-11-01 00:00:00,2018-11-01 00:00:00,point,2018-11-01 00:00:00,2018-11-01 00:00:00,unresolved,unstable_quality_sensitivity,False,,1.6819402539837427e-06,727.3601124319009,0.05,12.251235033609602,(),trough_refinement_candidate_0_1,full,0,False,100.0,100.0,insufficient_baseline,insufficient_baseline,insufficient_baseline,0.6262072858404105,0.10383002236477981,0,0,0.022260103976285747,insufficient_baseline,insufficient_baseline,insufficient_baseline,high,detected_per_year,daly_river_nt,seasonal,per_year_detection
2019,partial,boundary_provisional,2018-12-01,2019-11-01,12,2019-04-01,0.19394112602546243,1.9360858221109396,2019-08-01,0.13560067458453004,1.981762307892252,1.981762307892252,2019-05-01,0.15484867902715058,0.1556244302696907,2019-11-01,0.11730773451391897,2.030538181363533,provisional,0.07663339151154346,0.6048626040178693,7,1,2,12,medium,2019-04-01 00:00:00,0.19394112602546243,,,2019-11-01,0.11730773451391897,2019-11-01,2019-11-01,full,raw,1.0,1.0,7,7,0,2019-04-01,0.19394112602546243,raw,1.0,normal,0.022260103976285747,3.442634032311033,115607,interval,2019-02-01,2019-04-01,point,2019-11-01,2019-11-01,interval,3,False,none,True,False,not_attempted,2019-11-01,2019-08-01,2019-11-01,broad,2019-11-01 00:00:00,2019-11-01 00:00:00,2019-11-01 00:00:00,point,2019-11-01 00:00:00,2019-11-01 00:00:00,provisional,interval_peak,True,2019-12-01 00:00:00,1.6779806957622109e-06,25525.678990872766,0.05,9.736998841842391,"(Timestamp('2019-04-01 00:00:00'), Timestamp('2019-06-01 00:00:00'))",trough_refinement_candidate_0_1,full,0,False,0.0,50.0,insufficient_baseline,insufficient_baseline,insufficient_baseline,-0.9413112214043493,-0.01157963714224651,0,0,0.022260103976285747,insufficient_baseline,insufficient_baseline,insufficient_baseline,high,detected_per_year,daly_river_nt,seasonal,per_year_detection
2020,partial,trough_refinement_fallback,2019-12-01,2020-11-01,12,2020-01-01,0.5116385044371546,8.302295586827274,2020-06-01,0.15049094740373425,1.9236685300281973,1.9236685300281973,2020-02-01,0.2443656716603915,0.32017544333307,2020-11-01,0.12871238222898537,2.1157713428376836,provisional,0.38292612220816924,0.25156899082601264,10,1,0,12,low,,,,,2021-01-01,0.08929691632023187,2020-08-01,2020-11-01,full,quality_adjusted,1.0,1.0,7,7,0,2020-01-01,0.5116385044371546,ambiguous,0.6,normal,0.022260103976285747,17.693000622761097,285185,point,2020-01-01,2020-01-01,broad,2020-06-01,2020-11-01,broad,3,False,none,True,False,not_attempted,2020-11-01,2020-06-01,2020-11-01,broad,,2021-01-01 00:00:00,2021-01-01 00:00:00,point,2021-01-01 00:00:00,2021-01-01 00:00:00,unresolved,unstable_quality_sensitivity,False,,1.6822518639330944e-06,65247.35899264363,0.05,12.1699304118369,"(Timestamp('2020-10-01 00:00:00'), Timestamp('2020-12-01 00:00:00'))",trough_refinement_candidate_0_1,full,0,False,0.0,100.0,insufficient_baseline,insufficient_baseline,insufficient_baseline,0.3176973784116922,0.011404647715066399,0,0,0.022260103976285747,insufficient_baseline,insufficient_baseline,insufficient_baseline,high,detected_per_year,daly_river_nt,seasonal,per_year_detection
2021,partial,boundary_provisional,2020-12-01,2021-11-01,12,2021-02-01,2.7687761996866587,81.05510461256009,2021-07-01,0.2000939479257228,2.3838848291223993,2.3838848291223993,2021-03-01,0.5011214925537346,1.4472068635942514,2021-11-01,0.12563752750184426,3.167827566125206,provisional,2.6431386721848145,0.045376555720199635,9,1,1,12,medium,2021-06-01 00:00:00,0.22782824012438316,,,2021-11-01,0.12563752750184426,2021-11-01,2021-11-01,full,raw,1.0,1.0,7,7,0,2021-02-01,2.7687761996866587,low_quality,1.0,anomalous,0.022260103976285747,120.3713732074632,318849,point,2021-02-01,2021-02-01,point,2021-11-01,2021-11-01,point,3,False,none,True,False,not_attempted,2021-11-01,2021-09-01,2021-11-01,interval,2021-11-01 00:00:00,2021-11-01 00:00:00,2021-11-01 00:00:00,point,2021-11-01 00:00:00,2021-11-01 00:00:00,provisional,low_quality_peak,True,2021-12-01 00:00:00,1.6904687198119265e-06,10914.322900663317,0.05,11.596939552069383,"(Timestamp('2021-06-01 00:00:00'),)",trough_refinement_candidate_0_1,full,0,False,100.0,50.0,insufficient_baseline,insufficient_baseline,insufficient_baseline,2.257137695249504,-0.003074854727141113,0,0,0.022260103976285747,insufficient_baseline,insufficient_baseline,insufficient_baseline,high,detected_per_year,daly_river_nt,seasonal,per_year_detection
2022,partial,boundary_provisional,2021-12-01,2022-12-01,13,2022-02-01,0.26975331886008846,5.204395076514078,2022-07-01,0.17786761549976995,1.953370995390401,1.953370995390401,2022-04-01,0.17367098499130057,0.2014442961787104,2022-12-01,0.13313527349733237,3.9811667779857927,provisional,0.1366180453627561,0.49354452453052094,10,2,1,13,medium,2022-07-01 00:00:00,0.17786761549976995,,,2022-12-01,0.13313527349733237,2022-12-01,2022-12-01,full,raw,1.0,1.0,7,7,1,2022-02-01,0.26975331886008846,raw,1.0,normal,0.022260103976285747,6.137349830364618,155439,point,2022-02-01,2022-02-01,interval,2022-11-01,2022-12-01,interval,3,False,none,True,False,not_attempted,2022-12-01,2022-08-01,2022-12-01,broad,2022-12-01 00:00:00,2022-11-01 00:00:00,2022-12-01 00:00:00,interval,2022-12-01 00:00:00,2022-12-01 00:00:00,provisional,interval_peak,True,2023-01-01 00:00:00,0.00057164844084099,42.926882602694796,0.05,11.207313255311238,"(Timestamp('2022-07-01 00:00:00'),)",trough_refinement_candidate_0_1,full,0,False,0.0,100.0,insufficient_baseline,insufficient_baseline,insufficient_baseline,-2.49902288082657,0.007497745995488109,0,0,0.022260103976285747,insufficient_baseline,insufficient_baseline,insufficient_baseline,high,detected_per_year,daly_river_nt,seasonal,per_year_detection
2023,partial,trough_refinement_fallback,2023-01-01,2023-11-01,11,2023-01-01,0.49404864266668963,31.56216049037446,2023-06-01,0.20801552205389365,1.950837525622592,1.950837525622592,2023-03-01,0.304904550765285,0.3106069939003015,2023-11-01,0.12716534513391334,3.588638539668543,provisional,0.36688329753277626,0.2573943821554137,10,2,0,11,low,,,,,2023-11-01,0.12716534513391334,2023-09-01,2023-12-01,full,raw,1.0,1.0,7,7,0,2023-01-01,0.49404864266668963,low_quality,1.0,normal,0.022260103976285747,16.481652463242146,205528,interval,2023-01-01,2023-02-01,interval,2023-09-01,2023-11-01,interval,3,False,none,True,False,not_attempted,2023-11-01,2023-09-01,2023-11-01,interval,,2023-11-01 00:00:00,2023-11-01 00:00:00,point,2023-11-01 00:00:00,2023-11-01 00:00:00,unresolved,unstable_quality_sensitivity,False,,1.6924943562083199e-06,6500.050371317577,0.05,13.197357821347609,(),trough_refinement_candidate_0_1,full,0,False,0.0,50.0,insufficient_baseline,insufficient_baseline,insufficient_baseline,0.22429532380660117,-0.00596992836341903,0,0,0.022260103976285747,insufficient_baseline,insufficient_baseline,insufficient_baseline,high,detected_per_year,daly_river_nt,seasonal,per_year_detection
2024,partial,boundary_provisional,2023-12-01,2024-09-01,10,2024-03-01,1.2728859747306895,28.33113107909361,2024-06-01,0.23384456396078607,1.9516831122853542,1.9516831122853542,2024-04-01,0.3598611311468376,0.7105145580923287,2024-09-01,0.1481431414539679,2.301579963873379,provisional,1.1247428332767218,0.11638367017541476,6,1,0,10,medium,,,,,2024-09-01,0.1481431414539679,2024-09-01,2024-09-01,full,raw,1.0,1.0,7,7,-2,2024-03-01,1.2728859747306895,low_quality,1.0,normal,0.022260103976285747,50.76908461885733,554530,point,2024-03-01,2024-03-01,point,2024-09-01,2024-09-01,point,3,False,none,True,False,not_attempted,2024-09-01,2024-09-01,2024-09-01,point,2024-09-01 00:00:00,2024-09-01 00:00:00,2024-09-01 00:00:00,point,2024-09-01 00:00:00,2024-09-01 00:00:00,provisional,essential_low_quality_recovery,True,2024-10-01 00:00:00,1.681015817249149e-06,8174.0102334417215,0.05,10.450334105438406,(),trough_refinement_candidate_0_1,full,0,False,100.0,100.0,insufficient_baseline,insufficient_baseline,insufficient_baseline,0.7788373320639999,0.02097779632005456,0,0,0.022260103976285747,insufficient_baseline,insufficient_baseline,insufficient_baseline,high,detected_per_year,daly_river_nt,seasonal,per_year_detection
2025,partial,boundary_provisional,2024-10-01,2025-12-01,15,2025-02-01,0.4067364466514648,4.25038248813053,2025-07-01,0.18881062472919766,2.166756599359723,2.166756599359723,2025-05-01,0.1794556487379421,0.24394130734279976,2025-12-01,0.0811461680341347,11.607894555014132,provisional,0.3255902786173301,0.1995055242828273,10,3,0,15,low,,,,,2025-12-01,0.0811461680341347,2025-12-01,2025-12-01,right_truncated,raw,0.5357142857142857,0.5357142857142857,7,5,1,2025-02-01,0.4067364466514648,raw,1.0,normal,0.022260103976285747,14.626628831751624,236731,point,2025-02-01,2025-02-01,point,2025-12-01,2025-12-01,point,3,False,none,False,False,not_attempted,2025-12-01,2025-12-01,2025-12-01,point,,,,unresolved,,,awaiting_next_peak,open_span,False,,0.0,,0.05,0.0,(),trough_refinement_candidate_0_1,full,0,False,0.0,0.0,insufficient_baseline,insufficient_baseline,insufficient_baseline,-0.8661495280792247,-0.0669969734198332,0,0,0.022260103976285747,insufficient_baseline,insufficient_baseline,insufficient_baseline,high,detected_per_year,daly_river_nt,seasonal,per_year_detection
