low_spell_id,start_date,end_date,duration_months,baseline_extent_pct,min_extent_pct
1,2015-09-01,2015-11-01,3,0.051936,0.007495
2,2016-09-01,2016-12-01,4,0.051936,0.007672
3,2017-10-01,2018-01-01,4,0.051936,0.010342
4,2018-09-01,2018-10-01,2,0.051936,0.008993
5,2019-04-01,2020-01-01,10,0.051936,0.001297
6,2020-08-01,2020-12-01,5,0.051936,0.004497
7,2022-04-01,2022-12-01,9,0.051936,0.002098
8,2023-09-01,2023-12-01,4,0.051936,0.007644
9,2025-09-01,2025-12-01,4,0.051936,0.005398
