date,extent_pct,invalid_pct,max_invalid_pct,baseline_extent_pct,usable_month,quality_state,hy_year,confidence,phase,phase_status,is_hy_peak,is_hy_mid_dry,is_hy_trough,in_wet_event,wet_event_id,in_low_spell,low_spell_id,regime,route
2005-01-01,0.03149384241081141,3.466321032715109,20.0,0.067121,True,usable,,,unspecified,disabled,False,False,False,False,,False,,seasonal,event_characterisation
2005-02-01,0.07592455584946901,2.6660219033702055,20.0,0.067121,True,usable,,,unspecified,disabled,False,False,False,False,,False,,seasonal,event_characterisation
2005-03-01,0.10387039546940542,4.774562623591996,20.0,0.067121,True,usable,,,unspecified,disabled,False,False,False,False,,False,,seasonal,event_characterisation
2005-04-01,0.05241523238525497,3.4402204331667816,20.0,0.067121,True,usable,,,unspecified,disabled,False,False,False,False,,False,,seasonal,event_characterisation
2005-05-01,0.04641349058137422,2.552392356659493,20.0,0.067121,True,usable,,,unspecified,disabled,False,False,False,False,,True,1,seasonal,event_characterisation
2005-06-01,0.04360602528346692,2.575031735483528,20.0,0.067121,True,usable,,,unspecified,disabled,False,False,False,False,,True,1,seasonal,event_characterisation
2005-07-01,0.03523753222491965,2.5774030044893532,20.0,0.067121,True,usable,,,unspecified,disabled,False,False,False,False,,True,1,seasonal,event_characterisation
2005-08-01,0.03307959498891539,2.5855734822567924,20.0,0.067121,True,usable,,,unspecified,disabled,False,False,False,False,,True,1,seasonal,event_characterisation
2005-09-01,0.03581977654883586,2.6047100391459073,20.0,0.067121,True,usable,,,unspecified,disabled,False,False,False,False,,True,1,seasonal,event_characterisation
2005-10-01,0.02864543487195969,2.6100599548327335,20.0,0.067121,True,usable,,,unspecified,disabled,False,False,False,False,,True,1,seasonal,event_characterisation
2005-11-01,0.032087539111225555,2.581654648215587,20.0,0.067121,True,usable,,,unspecified,disabled,False,False,False,False,,True,1,seasonal,event_characterisation
2005-12-01,0.0778490077826663,25.528341615163676,20.0,0.067121,True,low,,,unspecified,disabled,False,False,False,False,,False,,seasonal,event_characterisation
2006-01-01,0.6684444097754745,55.6283234687156,20.0,0.067121,True,low,,,unspecified,disabled,False,False,False,True,1,False,,seasonal,event_characterisation
2006-02-01,0.24215421724380276,4.106713428646144,20.0,0.067121,True,usable,,,unspecified,disabled,False,False,False,True,1,False,,seasonal,event_characterisation
2006-03-01,0.5597830160010316,6.965931354175152,20.0,0.067121,True,usable,,,unspecified,disabled,False,False,False,True,1,False,,seasonal,event_characterisation
2006-04-01,0.11891204616951091,2.588161077557886,20.0,0.067121,True,usable,,,unspecified,disabled,False,False,False,True,1,False,,seasonal,event_characterisation
2006-05-01,0.07921964633561727,2.5974880689807978,20.0,0.067121,True,usable,,,unspecified,disabled,False,False,False,False,,False,,seasonal,event_characterisation
2006-06-01,0.06288840357138496,2.5730348773733596,20.0,0.067121,True,usable,,,unspecified,disabled,False,False,False,False,,False,,seasonal,event_characterisation
2006-07-01,0.05059354122425781,2.561802550503662,20.0,0.067121,True,usable,,,unspecified,disabled,False,False,False,False,,False,,seasonal,event_characterisation
2006-08-01,0.04254436656834134,2.54933882779936,20.0,0.067121,True,usable,,,unspecified,disabled,False,False,False,False,,True,2,seasonal,event_characterisation
2006-09-01,0.03170119167273234,2.5754643880740646,20.0,0.067121,True,usable,,,unspecified,disabled,False,False,False,False,,True,2,seasonal,event_characterisation
