date,extent_pct,invalid_pct,usable_month,reference_median_pct,anomaly_pct,condition_percentile,quality_state,hy_year,confidence,phase,is_hy_peak,is_hy_trough,in_wet_event,wet_event_id,in_low_spell,low_spell_id,regime,route
2005-01-01,1.6335917284756745,15.308459892911445,True,0.5348249531651448,1.0987667753105297,80.0,usable,2005,medium,rising,True,False,True,1,False,,seasonal,per_year_detection
2005-02-01,0.5080882421698583,3.0660804053031367,True,1.077035837084288,-0.5689475949144298,20.0,usable,2005,medium,receding,False,False,True,1,False,,seasonal,per_year_detection
2005-03-01,0.1992009399051713,4.816139088465628,True,0.49495945044193795,-0.29575851053676666,0.0,usable,2005,medium,receding,False,False,False,,False,,seasonal,per_year_detection
2005-04-01,0.15592837561645234,3.044028030238661,True,0.24345091392176296,-0.08752253830531062,0.0,usable,2005,medium,receding,False,False,False,,True,1,seasonal,per_year_detection
2005-05-01,0.15311372364861484,3.037703436834685,True,0.21397926662056996,-0.06086554297195512,0.0,usable,2005,medium,receding,False,False,False,,True,1,seasonal,per_year_detection
2005-06-01,0.15343656246168666,3.055444145898775,True,0.20460521779129046,-0.051168655329603796,10.0,usable,2005,medium,receding,False,False,False,,True,1,seasonal,per_year_detection
2005-07-01,0.13224697438302327,3.042721464783998,True,0.18502215004379818,-0.052775175660774915,0.0,usable,2005,medium,receding,False,False,False,,True,1,seasonal,per_year_detection
2005-08-01,0.1263526481565336,3.0404758054087972,True,0.16597208849089362,-0.03961944033436002,0.0,usable,2005,medium,receding,False,False,False,,True,1,seasonal,per_year_detection
2005-09-01,0.11628274109345854,3.0113189806845937,True,0.13983789076493097,-0.02355514967147243,5.0,usable,2005,medium,receding,False,False,False,,True,1,seasonal,per_year_detection
2005-10-01,0.10545136519533074,3.042668385562403,True,0.12224190106567985,-0.016790535870349108,5.0,usable,2005,medium,receding,False,False,False,,True,1,seasonal,per_year_detection
2005-11-01,0.09582578670274478,3.2397882825005198,True,0.11738238505001311,-0.021556598347268335,10.0,usable,2005,medium,receding,False,True,False,,True,1,seasonal,per_year_detection
2005-12-01,0.1442045020337076,25.873752378000166,True,0.18580328903385507,-0.041598787000147464,25.0,low,2006,medium,rising,False,False,False,,True,1,seasonal,per_year_detection
2006-01-01,0.1297227292530157,25.558584292233288,True,0.7180342808797008,-0.588311551626685,0.0,low,2006,medium,rising,False,False,False,,True,1,seasonal,per_year_detection
2006-02-01,0.7821019886651127,3.2472030414557294,True,1.077035837084288,-0.29493384841917536,40.0,usable,2006,medium,rising,True,False,True,2,False,,seasonal,per_year_detection
2006-03-01,0.6920477772458354,25.008650892365832,True,0.44373553958687195,0.24831223765896349,70.0,low,2006,medium,receding,False,False,True,2,False,,seasonal,per_year_detection
2006-04-01,0.6383151360753598,5.6482742944720075,True,0.23577442677510094,0.40254070930025887,100.0,usable,2006,medium,receding,False,False,True,2,False,,seasonal,per_year_detection
2006-05-01,0.3005197609501327,3.031664654623917,True,0.20742770734995697,0.09309205360017575,80.0,usable,2006,medium,receding,False,False,True,2,False,,seasonal,per_year_detection
2006-06-01,0.24221488990682147,3.052006245546194,True,0.2001453639800611,0.04206952592676036,85.0,usable,2006,medium,receding,False,False,True,2,False,,seasonal,per_year_detection
2006-07-01,0.22094791816768108,3.065545530070134,True,0.1837378140917346,0.03721010407594649,95.0,usable,2006,medium,receding,False,False,False,,False,,seasonal,per_year_detection
2006-08-01,0.17217899385727192,3.764684621843006,True,0.16327370290870963,0.008905290948562294,80.0,usable,2006,medium,receding,False,False,False,,False,,seasonal,per_year_detection
2006-09-01,0.15080009195137828,3.0392345682268678,True,0.13915323676511232,0.011646855186265959,80.0,usable,2006,medium,receding,False,False,False,,True,2,seasonal,per_year_detection
2006-10-01,0.11767959339837063,3.041888529306651,True,0.12224190106567985,-0.004562307667309223,40.0,usable,2006,medium,receding,False,True,False,,True,2,seasonal,per_year_detection
2006-11-01,0.11808209446862321,3.036980742817575,True,0.11644752374116696,0.0016345707274562499,55.0,usable,2007,medium,rising,False,False,False,,True,2,seasonal,per_year_detection
2006-12-01,0.1229061900723364,3.0390426664257144,True,0.18580328903385507,-0.06289709896151867,5.0,usable,2007,medium,rising,False,False,False,,True,2,seasonal,per_year_detection
2007-01-01,0.9654957807453514,10.59274260868777,True,0.5348249531651448,0.4306708275802066,60.0,usable,2007,medium,rising,False,False,True,3,False,,seasonal,per_year_detection
2007-02-01,3.5798427755609183,42.755753961149196,True,1.01561400326492,2.5642287722959987,80.0,low,2007,medium,rising,True,False,True,3,False,,seasonal,per_year_detection
2007-03-01,0.7773153155368516,3.696694221996005,True,0.44373553958687195,0.3335797759499797,75.0,usable,2007,medium,receding,False,False,True,3,False,,seasonal,per_year_detection
2007-04-01,0.19884948483082346,3.001144102206409,True,0.24345091392176296,-0.044601429090939504,10.0,usable,2007,medium,receding,False,False,False,,False,,seasonal,per_year_detection
2007-05-01,0.19245230876059324,2.9910549670861872,True,0.21397926662056996,-0.021526957859976714,20.0,usable,2007,medium,receding,False,False,False,,False,,seasonal,per_year_detection
2007-06-01,0.23381211192108886,39.16305418331024,True,0.2001453639800611,0.03366674794102775,75.0,low,2007,medium,receding,False,False,False,,False,,seasonal,per_year_detection
2007-07-01,0.21155250686225496,3.039385639857563,True,0.1837378140917346,0.02781469277052037,85.0,usable,2007,medium,receding,False,False,False,,False,,seasonal,per_year_detection
2007-08-01,0.1465282888714537,3.235852254068349,True,0.16597208849089362,-0.019443799619439928,15.0,usable,2007,medium,receding,False,False,False,,True,3,seasonal,per_year_detection
2007-09-01,0.13123215353665096,3.0334366840218028,True,0.13983789076493097,-0.008605737228280008,15.0,usable,2007,medium,receding,False,False,False,,True,3,seasonal,per_year_detection
2007-10-01,0.10774605557478328,3.2507430172344556,True,0.12224190106567985,-0.014495845490896567,15.0,usable,2007,medium,receding,False,True,False,,True,3,seasonal,per_year_detection
2007-11-01,0.1844949730834547,18.549889548264385,True,0.11644752374116696,0.06804744934228774,95.0,usable,2008,medium,rising,False,False,False,,False,,seasonal,per_year_detection
2007-12-01,0.14761578536193873,17.11476621889716,True,0.18580328903385507,-0.03818750367191634,35.0,usable,2008,medium,rising,False,False,False,,False,,seasonal,per_year_detection
2008-01-01,1.4550254762954522,21.089991614707895,True,0.5348249531651448,0.9202005231303074,65.0,low,2008,medium,rising,True,False,True,4,False,,seasonal,per_year_detection
2008-02-01,1.1321416670150342,7.896930604184855,True,1.01561400326492,0.11652766375011425,55.0,usable,2008,medium,receding,False,False,True,4,False,,seasonal,per_year_detection
2008-03-01,0.5823829443736838,3.096315146527437,True,0.44373553958687195,0.1386474047868118,60.0,usable,2008,medium,receding,False,False,True,4,False,,seasonal,per_year_detection
2008-04-01,0.21170096190814122,3.018660245332979,True,0.24345091392176296,-0.03174995201362174,25.0,usable,2008,medium,receding,False,False,False,,False,,seasonal,per_year_detection
2008-05-01,0.2087431906183786,3.0547663650691685,True,0.2126637833521483,-0.003920592733769712,50.0,usable,2008,medium,receding,False,False,False,,False,,seasonal,per_year_detection
2008-06-01,0.1520764494194944,7.912499148180569,True,0.20460521779129046,-0.05252876837179604,5.0,usable,2008,medium,receding,False,False,False,,True,4,seasonal,per_year_detection
2008-07-01,0.15433290215683987,7.028648448271828,True,0.18502215004379818,-0.030689247886958315,15.0,usable,2008,medium,receding,False,False,False,,True,4,seasonal,per_year_detection
2008-08-01,0.15840393905486128,3.0256013743108734,True,0.16597208849089362,-0.007568149436032345,35.0,usable,2008,medium,receding,False,False,False,,True,4,seasonal,per_year_detection
2008-09-01,0.1364738514938485,3.0239763335266368,True,0.13983789076493097,-0.003364039271082475,35.0,usable,2008,medium,receding,False,False,False,,True,4,seasonal,per_year_detection
2008-10-01,0.12026365276073703,3.0406268770394926,True,0.12224190106567985,-0.001978248304942823,45.0,usable,2008,medium,receding,False,False,False,,True,4,seasonal,per_year_detection
2008-11-01,0.11124437298450778,7.922849596391724,True,0.11738238505001311,-0.0061380120655053355,25.0,usable,2008,medium,receding,False,True,False,,True,4,seasonal,per_year_detection
2008-12-01,0.20712084402029918,3.6280219583023516,True,0.16559924401844706,0.04152160000185212,60.0,usable,2009,medium,rising,False,False,False,,False,,seasonal,per_year_detection
2009-01-01,7.618662933013934,50.468491500363,True,0.5348249531651448,7.08383797984879,95.0,low,2009,medium,rising,True,False,True,5,False,,seasonal,per_year_detection
2009-02-01,4.583279058147541,11.795097219289822,True,1.01561400326492,3.567665054882621,95.0,usable,2009,medium,receding,False,False,True,5,False,,seasonal,per_year_detection
2009-03-01,0.44361366066412705,3.0589432915070427,True,0.49495945044193795,-0.0513457897778109,45.0,usable,2009,medium,receding,False,False,True,5,False,,seasonal,per_year_detection
2009-04-01,0.24918901767706703,3.0388181004881942,True,0.23577442677510094,0.01341459090196609,55.0,usable,2009,medium,receding,False,False,True,5,False,,seasonal,per_year_detection
2009-05-01,0.19654520655713142,6.693877797667969,True,0.21397926662056996,-0.017434060063438533,30.0,usable,2009,medium,receding,False,False,False,,False,,seasonal,per_year_detection
2009-06-01,0.18185369615669417,3.008705849775269,True,0.20460521779129046,-0.02275152163459629,35.0,usable,2009,medium,receding,False,False,False,,False,,seasonal,per_year_detection
2009-07-01,0.1776576140829994,3.023020907537915,True,0.18502215004379818,-0.007364535960798779,40.0,usable,2009,medium,receding,False,False,False,,False,,seasonal,per_year_detection
2009-08-01,0.17108237139503424,3.0380423272494883,True,0.16327370290870963,0.00780866848632461,75.0,usable,2009,medium,receding,False,False,False,,False,,seasonal,per_year_detection
